comment,sarc_majority
"[('want',)]",non-sarc
"[('let',), ('berillusi',)]",sarc
[nan],non-sarc
"[('complain',)]",non-sarc
"[('is',)]",sarc
"[('is',), ('suffering',)]",sarc
[nan],sarc
[nan],non-sarc
[nan],sarc
[nan],sarc
"[('head',)]",non-sarc
"[('take',), ('is',)]",sarc
"[('is',), ('move',), ('is',), ('see',), ('is',)]",non-sarc
"[('mencarut',)]",sarc
"[('corrupt',)]",non-sarc
"[('do',), ('eat',), ('exhausted',)]",sarc
[nan],sarc
"[('lying',), ('is',)]",non-sarc
"[('is',), ('is',)]",sarc
[nan],sarc
"[('eating',)]",sarc
"[('was',), ('gambling',), ('licensed',), ('sell',), ('licensed',), ('licensed',), ('mistaken',), ('can',), ('cause',), ('n',), ('goes',), ('is',)]",sarc
[nan],sarc
"[('advanced',)]",sarc
"[('advanced',), ('is',)]",non-sarc
"[('do',), ('suffer',)]",non-sarc
"[('may',), ('does',), ('cover',)]",sarc
"[('say',)]",non-sarc
"[('complained',), ('recovered',)]",non-sarc
"[('find',), ('eat',)]",non-sarc
"[('write',)]",sarc
"[('told',), ('saw',), ('is',), ('is',), ('expected',), ('go',)]",sarc
"[('wants',), ('was',)]",non-sarc
"[('is',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
"[('do',), ('go',)]",sarc
"[('say',), ('is',), ('is',)]",sarc
"[('thank',)]",non-sarc
"[('have',), ('increased',)]",non-sarc
[nan],non-sarc
[nan],sarc
[nan],non-sarc
"[('recover',), ('will',), ('miss',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
"[('are',), ('exhausted',), ('are',), ('fed',)]",non-sarc
"[('was',)]",non-sarc
[nan],sarc
[nan],non-sarc
[nan],non-sarc
[nan],non-sarc
"[('amused',), ('hear',), ('closed',), ('is',), ('going',)]",non-sarc
"[('hope',), ('recover',)]",non-sarc
[nan],non-sarc
[nan],non-sarc
"[('think',), ('saw',), ('have',), ('decreased',), ('reserve',), ('had',), ('stated',)]",non-sarc
"[('datuk',)]",non-sarc
"[('follow',), ('is',), ('bankrupt',), ('remains',), ('malaysia',), ('should',), ('believe',), ('ye',), ('did',), ('do',), ('help',), ('may',), ('be',), ('oppose',)]",non-sarc
[nan],non-sarc
"[('take',)]",sarc
[nan],sarc
"[('do',), ('know',)]",sarc
"[('is',)]",non-sarc
[nan],non-sarc
"[('is',)]",non-sarc
"[('use',), ('rolling',), ('oops',), ('say',)]",sarc
