comment_eng,sarc_majority
"['haha', 'people', 'pay', 'gst', 'people', 'brim', 'brim', 'money', 'would', 'come', 'pay', 'gst', 'gst', 'ahmad', 'maslan', 'said', 'pay', 'right', 'kah']",sarc
"['cause', 'wasteful', 'spending', 'economy']",non-sarc
"['ministers', 'game,', 'people', 'pay']",sarc
"['gst', 'burden', 'want', 'help', 'people']",non-sarc
"['great', 'deceiver']",non-sarc
"['advanced', 'people', 'suffer']",sarc
"['head', 'brain']",non-sarc
['thank'],non-sarc
"['middle', 'finger']",sarc
"['useless', 'thanks', 'bang', 'jib']",sarc
"['fool', 'people', 'fed']",non-sarc
"['need', 'make', 'statement', 'najib', 'people', 'like']",sarc
"['developed', 'countries', 'nothing', 'ye', 'apparently', 'getting', 'decades', 'study']",sarc
"['malaysia', 'continues', 'hunt', 'pocket', 'money', 'people', 'sake', 'developed', 'countries']",sarc
"['aware', 'kind', 'talk', 'lentok']",sarc
"['father', 'crew', 'chief', 'let', 'dock', 'saw', 'body', 'new', 'sense', 'sick', 'person', 'eligible', 'leader', 'wife', 'even', 'file']",non-sarc
"['feel', 'good', 'pimp', 'rip', 'awl', 'good']",non-sarc
"['nutmeg', 'developed', 'testicles']",non-sarc
"['shit', 'head', 'brain', 'forward', 'expensive', 'goods']",non-sarc
"['fact', 'say', 'people', 'naturally']",sarc
"['days', 'works', 'deceive', 'people']",sarc
"['face', 'ashamed', 'talk', 'give', 'people', 'pm', 'worst', 'punishment', 'enough']",sarc
"['ale', 'testicles', 'green', 'mom']",non-sarc
"['best', 'najib', 'including', 'ampu', 'feet', 'lot', 'people', 'suffer', 'allies', 'germs']",sarc
"['father', 'congratulations', 'keep', 'give', 'best']",non-sarc
"['developed', 'body', 'see', 'development', 'since', ""you've"", 'pm', 'sad']",non-sarc
"['dung', 'great', 'indeed', 'wretched']",non-sarc
"['urine', 'stench']",non-sarc
"['easier', 'said', 'done']",non-sarc
['chat'],non-sarc
"['disgust', 'see', 'face', 'bowl']",non-sarc
"['umno', 'continue', 'malaysians', 'puii']",non-sarc
['hobo'],non-sarc
"['puii', 'fool']",non-sarc
"['developed', 'chapter', 'fool', 'people']",non-sarc
"['b', 'pm', 'poor', 'people', 'forget', 'story', 'najib', 'najib', 'b', 'shit', 'najib']",non-sarc
"['developed', 'vape']",sarc
"['najib', 'advanced', 'already', 'exhausted', 'money', 'bangladesh', 'ringgit', 'stronger', 'advanced', 'notice', 'went', 'wrong']",sarc
"['advanced', 'close', 'developed', 'foreign', 'nation', 'people', 'die', 'like']",non-sarc
"['economic', 'uncertainty', 'may', 'view', 'developed', 'countries']",non-sarc
"['parents', 'first', 'told', 'father', 'money', 'children', 'spend', 'money', 'develop', ""country's"", 'father', 'child', 'ready', 'destroy', 'country', 'sell', 'negotiate', 'longer']",non-sarc
"[""malaysia's"", 'economy', 'crashed', 'due', 'najib']",non-sarc
"['advanced', 'head', 'sister']",sarc
"['valley', 'gorge', 'hole', 'wells', 'destruction']",sarc
"['forward', 'backward']",sarc
"[""i'm"", 'tired', 'watching', 'bowl', 'eat', 'defamation', ""dignity've"", 'got', 'pumps', 'closet']",non-sarc
"['najib', 'fool', 'number', 'called', 'lips', 'reality']",non-sarc
"['rely', 'haha']",sarc
"['head', 'testicles', 'najib', 'want', 'cheat']",non-sarc
"['mr', 'najib', 'sponsor', 'people', 'difficult', 'time', 'haha', 'say', 'bah', 'salary', 'rm', 'everything', 'depend', 'want', 'paid', 'enough']",sarc
"['yes', 'know']",sarc
"['malaysia', 'advanced', 'people', 'dead']",non-sarc
"['advanced', 'nod']",sarc
"['bak', 'said', 'life', 'must', 'continue', 'despite', 'uncertain', 'economic', 'najib']",sarc
"['piss', 'away']",sarc
"['bad', 'though', 'leaders,', 'let', 'pray', 'repented', 'turned', 'back', 'result', 'good', 'prayer', 'pray', 'also', 'bad', 'word', 'say', 'back']",non-sarc
"['advanced', 'head', 'testicles']",sarc
"['developed', 'countries', 'poor']",non-sarc
"['najib', 'ass', 'mother', 'wretched']",non-sarc
"['talk', 'like', 'sea', 'sakai', 'ideals', 'anything', 'useless']",sarc
['fuck'],non-sarc
"['developed', 'pocket']",sarc
"['advanced', 'head', 'disgusted', 'hear', 'you,', 'mr.', ""najib's"", 'chat']",non-sarc
"['minister', 'best', 'developed']",sarc
"['head', 'testicles', 'forward']",non-sarc
"['statement', 'emperor', 'buffoonery']",sarc
"['pigs', 'say']",sarc
"['shit', 'people', 'magicians', 'believes']",non-sarc
"['advance', 'money', 'suck']",sarc
"['ehh', 'paragraph', 'playing', 'grammatical', 'poetic', 'yet']",sarc
"['fool', 'jib', 'pack']",non-sarc
"['paragraph', 'misbegotten', 'flatter', 'stages']",non-sarc
"['wait', 'najib', 'dead']",non-sarc
"['najib', 'advanced', 'people', 'destitute']",non-sarc
"['yes', 'go', 'ahead', 'money', 'people', 'robbery']",sarc
"['head', 'brain', 'mu', 'mu', 'right', 'people', 'difficult', 'delighted']",sarc
"['brain', 'jib']",non-sarc
['winch'],non-sarc
"['minister', 'advanced', 'forward', 'backward']",sarc
"['najib', 'pm', 'time', 'malaysian', 'economy', 'always', 'developed', 'advanced', 'forward', 'beat', 'sugar', 'sweet', 'mouth', 'happened', 'opposite']",sarc
"['developed', 'poor', 'boss', 'najib']",sarc
"['haha', 'bad', 'know', 'economy']",sarc
['haha'],sarc
['nonsense'],non-sarc
"['najib', 'wretched']",non-sarc
"['head', 'testicles']",non-sarc
"['crazy', 'divorce']",non-sarc
"['cheater', 'head']",non-sarc
"['new', 'adage', 'erect', 'penis', 'eggs', '???', '???developed', 'world', 'economies', 'plunged', 'logical']",non-sarc
"['stupid', 'statement', 'think', 'people', 'burdened', 'dato', 'government', 'value', 'dead', 'child']",non-sarc
['fuyo'],sarc
"['head', 'testicles', 'haha']",non-sarc
"['cargo', 'gang', 'ambush', 'brain', 'get', 'rid', 'effect', 'cargo', 'cover', 'near', 'factory', 'workers', 'traders', 'n', 'ass']",non-sarc
"['najib', 'fraudsters', 'strangle', ""people's"", 'money', 'developed', 'country']",non-sarc
"['advanced', 'harness', 'jib', 'mak', 'kau', 'kau', 'green']",sarc
"['believe', 'best', 'najib']",sarc
"['aiya', 'go', 'forward', 'debts', 'pile', 'dead', 'huhu']",sarc
"['advanced', 'head', 'brain']",non-sarc
['chat'],non-sarc
"['want', 'talk', 'bad', 'lazy', 'people', 'see', 'face', 'sharks']",sarc
"['useless', 'people', 'badly', 'wanted', 'dead']",sarc
"['easy', 'first', 'year', 'alone', 'fooled', 'brother', 'jeep']",sarc
"['people', 'stress']",non-sarc
"['continue', 'play', 'wind']",sarc
"['head', 'testicles', 'najib', 'people', 'suffering', 'take', 'people', 'see', 'pru', 'later', 'barisan', 'nasional', 'government', 'topple', ""people's"", 'impatience', ""government's"", 'internal', 'problems', 'mdb', 'money', 'funds', 'b', 'continue', 'issue', 'forthcoming', 'pru']",non-sarc
"['thousands', 'malaysians', 'early', 'hours', 'morning', 'get', 'go', 'singapore', 'make', 'ends', 'meet', 'say', 'go', 'country', 'head', 'tut']",non-sarc
"['najib', 'pee', 'haha']",sarc
"['advanced', 'grandmother', 'mu']",sarc
"['people', 'gonna', 'know', ""you're"", 'dead', 'najib']",non-sarc
"['advanced', 'economy', 'zzz']",sarc
"['gst', 'robust', 'economy', 'help', 'people', 'government', 'government', 'help', 'people', 'sycophant', 'eggs', 'najib', 'support']",non-sarc
"['whether', 'power', 'people', 'like', 'anymore', 'haha']",sarc
"['since', 'najib', 'order', 'live', 'television', 'syllable', 'difficult', 'economy', 'right', 'track', 'poo', 'malaysia', 'pariah', 'state']",non-sarc
"['ooi', 'malaysia', 'bugis', 'die', 'recently', 'developed']",non-sarc
"['thanks', 'jib', 'testicles']",sarc
"['advanced', 'pocket']",sarc
"['people', 'miserable', 'brother', 'najib']",non-sarc
"['forward', 'pocket']",sarc
"['say', 'delivers,', 'talk', 'want', 'fun', 'fun', 'stuff', 'also', 'people', 'responsible']",non-sarc
"['developed', 'countries', 'still', 'many', 'people', 'suffering', 'pain', 'facing', 'everyday', 'life', 'require', 'money', 'unless', 'penniless', 'sad']",non-sarc
"['although', 'economy', 'world', 'economic', 'management', 'right', 'people', 'priority', 'allah', 'country', 'survive', 'without', 'gst', 'right', 'goods', 'rose', 'oil', 'rose', 'blessings', 'seized', 'leader', 'act', 'clever', 'treacherous', 'country']",non-sarc
"['haha', 'kah', 'kah', 'kah', 'bah', 'report']",sarc
"['learn', 'najib', 'crazy']",sarc
['deceive'],non-sarc
"['go', 'alone', 'testicles', 'auta']",non-sarc
"['money', 'crazy', 'pm']",non-sarc
"['pm', 'shocked', 'haha']",sarc
"['cheating', 'continue', 'deceive', 'work', 'want', 'cheat', 'little', 'dead', 'cronies', 'realized', 'yes,', 'man']",sarc
"['green', 'phlegm', 'forward']",sarc
"['auta', 'ye']",non-sarc
"['haha', 'correct', 'statement']",sarc
"['jib', 'brother', 'word', 'people', 'say', 'building', 'development']",non-sarc
"['father', 'life', 'ahead', 'saying', 'forward']",sarc
"['malaysia', 'malaysia', 'must', 'try', 'helter', 'coffin']",non-sarc
"['haha', 'taken', 'fact', 'jib', 'superstitious', 'drunk', 'ketum']",sarc
"['advanced', 'pocket', 'minister']",sarc
"['yup', ""that's"", 'right', 'advanced', 'tax', 'ye', 'yummy', 'okay', 'bye']",sarc
"['developed', 'countries', 'developed', 'countries']",sarc
"['malaysia', 'moves', 'people', 'depressed']",non-sarc
"['ass', ""you're"", 'ahead']",non-sarc
"['najib', 'gonna', 'piss', 'people', 'close', 'look', 'embarrassed', 'face', 'good', 'haha']",sarc
"['planting', 'fruit', 'trees', 'like', 'put', 'fertilizer', 'added', 'steel', 'please', 'pm', 'qualified', 'understand']",sarc
"['noble', 'purpose', 'view', 'fact', 'people', 'suffer']",sarc
"['egt', 'people', 'flood', 'school', 'flatter', 'tabloid', 'print', '_______', 'fill', 'najib', 'najib', 'born', 'reign', 'chicken']",non-sarc
"['head', 'brain', 'advanced', 'state', 'advanced', 'stages', 'debt', 'blasted', ""administration's"", 'wasteful', 'poor', 'print', 'correctly', 'malaysia', 'najib', ""razak's"", 'name']",non-sarc
"['continues', 'advance', ""people's"", 'increasingly', 'difficult', 'see', 'properly', 'developed', 'countries', 'government', 'want', 'inconvenience', 'people', 'cost', 'living', 'tax']",non-sarc
"['haha', 'mu', 'brother', 'said', 'najib', 'drooling']",sarc
"['economy', 'improves', 'new', 'science', 'called', 'developed', 'countries', 'use']",sarc
"['chief', 'fathers']",non-sarc
"['advanced', 'head', 'blind']",non-sarc
"['people', 'poor', 'jib']",non-sarc
"['cheater', 'cheaters', 'liars', 'suck', ""people's"", 'blood', 'policy']",non-sarc
"['illegal', 'money', 'advanced', 'pack', 'bastard']",non-sarc
"['fact', 'continue', 'retreat', 'economic', 'uncertainty']",non-sarc
"['malaysia', 'ahead', 'people', 'skids']",sarc
"[""i'm"", 'gonna', 'throw', 'advanced', 'najib', 'said', 'malaysia']",non-sarc
"['head', 'testicles']",non-sarc
"['forward', 'money', 'take', 'price']",sarc
"['forward', 'backward']",sarc
"['malaysia', 'continues', 'progress,', 'people', 'continue', 'languish', 'kuantan', 'audience', 'dust', 'dirt', 'order', 'go', 'country', 'birth', 'already', 'closed', 'one', 'eye', 'seems', 'ignore', 'going']",non-sarc
"['ahead', 'village', 'still', 'like']",sarc
"['heads', 'furnace']",non-sarc
"['early', 'morning', 'full', 'oath', 'economy', 'good', 'indeed', 'puii', 'kan', 'kan', 'government', 'increases', 'prices', 'items', 'responsibility', 'ministers', 'shaky', 'legs']",non-sarc
['harness'],sarc
"['advanced', 'work', 'would', 'pay', 'outstanding', 'debt']",sarc
"['advanced', 'difficult', 'people', 'variety', 'tax']",sarc
['mencarut'],non-sarc
"['haha', 'international', 'comedian']",sarc
"['talk', 'day', 'ably', 'stable', 'economic', 'uncertainty', 'looks', 'strong', 'urine']",sarc
"['malaysia', 'made', 'properly', 'developed', 'thanks', 'crew', 'pm']",sarc
"['advanced', 'pocket', 'quite', 'wrong', 'najib', 'want', 'talk']",sarc
"['malaysia', 'developed', 'needy', 'difficult', 'people', 'say', 'richer', 'puii']",sarc
"['head', 'testicles']",non-sarc
['mother'],non-sarc
"['minister', 'advanced']",sarc
"['easier', 'said', 'done', 'great', 'rogue']",non-sarc
"['malaysia', 'proud', 'continue', 'bring', 'plight', 'congratulations', 'pm']",sarc
"['first', 'advance', 'think', 'ahead']",non-sarc
"['forward', 'backward']",sarc
"['similar', 'conversation', 'necessarily', 'drain', 'dock', 'one', 'day', 'said', 'malaysian', 'economy', 'affected', 'economic', 'uncertainty']",non-sarc
['foolishness'],non-sarc
"['advanced', 'jib', 'head', 'brain', 'mu']",non-sarc
"['head', 'testicles', 'pressed', 'ahead', 'tax', 'people', 'everywhere', 'pack', 'haha']",non-sarc
"['meroyan', 'seems', 'crazy', 'right', 'subsidy', 'expires', 'gst', 'say', 'money', 'pay', 'salary', 'gst', 'last', 'ably', 'strong', 'economy']",non-sarc
"['malaysia', 'progress', 'people', 'diligently', 'struggle', 'get', 'ahead', 'resign', 'pm', 'najib', 'malaysia', 'advanced', 'allah']",sarc
"['chat', 'download', 'mirror', 'chatting', 'uncle', 'g', 'mirror', 'dementia']",sarc
"['advanced', 'ringgit', 'fell', 'haha']",sarc
"[""malaysia's"", 'economy', 'uncertain', 'advanced', 'haha']",sarc
"['see', 'anything', 'made', 'fun', 'advanced']",sarc
"['anus', 'read', 'much', 'fdi', 'pull', 'call', 'every', 'year', 'fdi', 'inflows', 'fdi', 'try', 'call']",non-sarc
"['advanced', 'kind', 'usually', 'see', 'nothing', 'looks', 'increasingly', 'worse', 'correct', 'gst', 'tax', 'hikes', 'around', 'cost', 'living', 'already', 'getting', 'people', 'getting', 'hard', 'say', 'already', 'heard', 'people', 'treasure', 'said']",non-sarc
"['gonna', 'fool', 'developed', 'treasure']",non-sarc
['blindit'],non-sarc
"['go', 'forward', 'citizens', 'country', 'puii']",sarc
['grandfather'],non-sarc
"['head', 'testicles']",non-sarc
"['getting', 'fed', 'watching', 'pm', 'malaysia']",non-sarc
"['berambus', 'you,', 'devil', 'advanced', 'without']",non-sarc
"['malaysia', 'continues', 'advance', ""people's"", 'life', 'miserable', 'hmmm']",sarc
"['go', 'forward', 'economic', 'uncertainty', 'ahead', 'back', 'really', 'wise', 'najib']",sarc
['puii'],non-sarc
"['najib', 'chat', 'sorts', 'people', 'attending', 'school']",non-sarc
"['self-indulgent', 'sucker']",sarc
"['advanced', 'grandmother', 'everything', 'expensive', 'sardine', 'tin', 'already', 'expensive', 'one', 'bangang', 'vote', 'barisan', 'nasional']",sarc
"['money', 'getting', 'fly-by-mu']",sarc
['fool'],sarc
"['crazy', 'fool']",non-sarc
"['hilarious', 'kinds', 'forward', 'economic', 'good', 'true', ""you're"", 'ready', 'pru', 'later']",sarc
"['government', 'people', 'developed', 'abdominal', 'belt']",sarc
"['advanced', 'die', 'fast', 'pm']",sarc
"['head', 'brain']",non-sarc
"['intercourse', 'warm', 'hearts', 'present', 'make', 'expensive']",non-sarc
"['called', 'guided', 'democracy', 'went', 'ramli']",sarc
"['love', 'fool', 'frankly', 'ore', 'sheer', 'pressure', 'economy', 'stable', 'sitting', 'exhausted', 'bare', 'many', 'sitting', 'pull', 'stakat', 'tax', 'subsidies', ""wak'm"", 'trying', 'answer', 'animals', 'also', 'also', 'stupid', 'wak']",non-sarc
"['base', 'obtuse']",non-sarc
"['pm', 'aware', 'problem', 'poor', 'economy', 'devastated', 'turned', 'back', 'face']",non-sarc
"['h', 'go', 'r', 'good']",non-sarc
"['advanced', 'print', 'poor', 'people']",sarc
"['malaysia', 'indeed', 'clever', 'singapore', 'economy', 'may', 'lose', 'haha']",sarc
"['jib', 'head', 'brain']",non-sarc
"['know', 'wanted', 'quit,', 'see', ""people's"", 'happy', 'life']",non-sarc
"['malaysia', 'advanced', 'fool']",sarc
"['najib', 'klcc', 'chat', 'already', 'collapsed', 'puii']",sarc
"['congratulations', 'pm']",non-sarc
"['please', 'die', 'quickly', 'please']",non-sarc
"['head', 'brain', 'mu', 'puii']",non-sarc
"['developed', 'many', 'poor', 'people', 'go', 'forward', 'unless', ""he's"", 'one']",sarc
"['theory', 'head', 'penis']",non-sarc
['wak'],non-sarc
"['father', 'najib', 'tun', 'razak', 'ooi']",non-sarc
"['developed', 'people', 'suffering', 'first', 'forever']",non-sarc
"['forward', 'sink', 'pm']",sarc
"['jelah', 'close', 'enjoyed']",sarc
"['full', 'oneself']",sarc
"['foolish', 'speeches', 'najib', 'goodness']",non-sarc
"['lie', 'people', 'god']",sarc
"['head', 'advanced', 'brain', 'mu', 'puii']",non-sarc
"['business', 'forward', 'even', 'loss']",sarc
"['advanced', 'bastard', 'greeting', 'donation']",non-sarc
"['developed', 'countries', 'people', 'retreat']",non-sarc
['misbegotten'],non-sarc
"['head', 'brain']",non-sarc
"['advanced', 'terms', 'tax', 'collection', 'keep', 'people', 'bear']",sarc
"['malaysia', 'go', 'forward', 'minister']",sarc
"['najib', 'people', 'less', 'happy', 'wishes']",non-sarc
"['head', 'brain']",non-sarc
"['developed', 'pocket', 'pack', 'hag', 'told', 'also', 'rights', 'malays', 'malay', 'kill', 'deported', 'alien', 'race', 'entry', 'also', 'let', 'intelligent', 'brain']",non-sarc
"['grandfather', 'thou', 'suffer', 'even', 'people', 'write']",non-sarc
"['najib', 'weight', 'already', 'ooi']",sarc
"['people', 'happy', 'despite', 'currency', 'plummeted']",sarc
"['jewish', 'temperament', 'rub', ""people's"", 'money', 'poor', 'rich', 'pay', 'gst', 'death', 'us', 'cronies', 'wealthy']",non-sarc
"['advanced', 'waa', 'much', 'advanced']",sarc
"['advanced', 'blind']",sarc
"['ministers', 'ahead', 'skids']",sarc
"['bald', 'head', 'brain', 'center', 'direct', 'jet', 'head', 'bangang']",non-sarc
"['head', 'brain']",non-sarc
"['die', ""gillis's""]",non-sarc
['thank'],non-sarc
"[""i'm"", 'kind', 'crazy', 'people', 'saw', 'najib', 'seems', 'insane']",non-sarc
"['went', 'wrong']",non-sarc
"['buffoonery', 'correct', 'title']",sarc
"['head', 'brain']",non-sarc
"['humping', ""people's"", 'money', 'already', 'advanced', 'word']",sarc
['useless'],non-sarc
"['umno', 'remember', 'remember', 'remember', 'remember', 'umno', 'liar', 'bandits']",non-sarc
"['you,']",non-sarc
"['head', 'najib']",non-sarc
"['advanced', 'head', 'testicles', 'najib']",non-sarc
"['title', 'developed', 'countries', 'order', 'able', 'live', 'people', 'already']",non-sarc
"['so-called', 'let', 'papa', 'promises', 'style', 'whatever', 'wants', 'advance', 'development', 'depleted', 'forests', 'cleared', 'old', 'leaked', 'bank', 'n', 'pocket', 'done', 'government', 'bit', 'long', 'live', 'accommodate', ""government's"", 'uwek', 'ice', 'forced', 'people', 'become', 'like', 'cow', 'puppet', 'make', 'government', 'death', 'huh']",non-sarc
"['eat', 'lot', 'public', 'money', 'well', 'developed', 'countries', 'continue', 'back']",sarc
"['last', 'natang', 'najib', 'said', 'entered', 'stable', 'economic', 'news', 'also', 'talk', 'economic', 'uncertainty', 'understand', 'najib']",non-sarc
[],sarc
"['going', 'forward', 'sure', 'economy', 'forward', 'blasted', 'thing', 'belly', 'sister', 'rose', 'appears']",sarc
"['ahead', 'drink', 'toddy']",sarc
"['grow', 'economy', 'stable', 'bowl']",non-sarc
['devil'],non-sarc
"['advanced', 'fool', 'haha']",sarc
"['pm', 'blessed', 'nation']",non-sarc
"['talk', 'brain']",sarc
"['severe', 'plus', 'advanced', 'haha', 'got', 'pm']",sarc
"['najib', 'destroyed', 'ooi']",non-sarc
"['najib', 'said', 'malaysia', 'advanced', 'never', 'feel', 'bad', 'asbestos']",sarc
"['stupid', 'stupid']",non-sarc
['advanced'],sarc
"['go', 'hell', 'wrong', 'najib', 'days', 'maki']",non-sarc
"['hilarious', 'crazy', 'think', 'najib']",sarc
"['feint', 'innocent', 'habit', 'say', ""something's"", 'right']",sarc
"['head', 'brain']",non-sarc
"['stupid', 'pm']",non-sarc
"['correction', 'citizens', 'continue', 'promote', 'malaysia', 'despite', 'economic', 'uncertainty']",sarc
['uwek'],non-sarc
['brain'],non-sarc
"['thrive', 'debt']",sarc
"['old', 'remember', 'great', 'chance', 'repent', 'claiming', 'evil', 'treasure', ""you're"", 'stalling', 'n', 'hot', 'hell', 'remember', 'najib', 'ooi']",non-sarc
"['statement', 'forward', 'crushed']",sarc
"['statement', 'merely', 'trickster', 'sedapkan', 'liver', 'fact', 'useless']",non-sarc
"['shattered', 'economy', 'najib']",non-sarc
"['malaysians', 'najib', 'lot', 'people', 'hate', 'much', 'country', 'outside', 'najib', 'laughed', 'pack', 'thoughts', 'go', 'travel', 'time', 'recently', 'congratulated', 'najib']",non-sarc
"['pm', 'najib', 'go', 'forward', 'people', 'want', 'go', ""it's"", 'ahead', 'leaders', 'make', 'people', 'miserable']",non-sarc
"['minister', 'move', 'forward']",sarc
"['angel', 'gonna', 'pull', 'life']",non-sarc
"['adze', 'tailings', 'antique', 'utai', 'call', 'also', 'parai', 'parai', 'parai', 'kah', 'yes', 'random', 'people', 'comfortable', 'wearing', 'utai', 'peril']",non-sarc
"['yes', 'advanced', 'countries']",non-sarc
"['pelir', 'ye']",non-sarc
['bullshit'],non-sarc
"['malaysia', 'advanced', 'people', 'languish']",non-sarc
"['already', '???', 'gave', 'word', '???bad']",sarc
"['illegal', 'banda', 'banda', 'continue', 'sold', 'even', 'though', 'forbidden', 'islam', 'became', 'lawful', 'taxed', 'yes', ""that's"", 'worst', 'pm', 'malaysia', 'us', 'century']",non-sarc
"[""father's"", 'head', 'forward']",non-sarc
"['heard', 'fell', 'asleep', 'gonna', 'say', 'useless']",sarc
"['developed', 'nurse', 'people', 'languish']",sarc
"['developed', 'countries', 'people', 'suffer']",non-sarc
"['appears', ""country's"", 'worst', 'haish']",non-sarc
"['harness', 'advanced']",sarc
['sad'],non-sarc
"['want', 'advanced', 'much', 'tax']",sarc
['lying'],non-sarc
"['advanced', 'terms', 'people', 'getting', 'poorer', 'ministers', 'cronies', 'get', 'richer']",sarc
"['head', 'testicles', 'najib', 'developed', ""people's"", 'money', 'pouch', 'dead', 'end', 'times', 'faster']",non-sarc
"['malaysia', 'already', 'developed']",sarc
"['malaysia', 'advanced', 'people']",sarc
"['makin', 'makin', 'makin', 'almost', 'took', 'want', 'suppress', 'us', 'preference']",sarc
"['advanced', 'mu']",sarc
"['haha', 'words', 'come', 'mouth', 'najib', 'best', 'joke', 'eyes', 'emperor', 'joke', 'malaysia']",sarc
"['advanced', 'supposedly', 'advanced', 'grave']",sarc
"['advanced', 'coke', 'slit', 'fool', 'minister']",non-sarc
"['nthank', 'god', 'read', 'happy', 'news', 'najib', 'want', 'pay', 'taxes', 'gst', 'sabaqa', 'properly', 'thank', 'god', 'tomorrow', 'morning']",sarc
"['le', 'properly', 'developed', 'countries', 'laos', 'nepal', 'bangladesh', 'timor', 'leste']",sarc
"['friend', 'like', 'bald', 'start', 'jib']",non-sarc
"['head', 'testicles', 'advance', 'people', 'know', 'suffering', 'respect', 'tun']",non-sarc
['bald'],sarc
['puii'],sarc
"['haha', 'forward', 'worst', 'money', 'rm', 'fall', 'point', 'go', 'forward', 'another', 'tax', 'gst']",sarc
['diarrhea'],non-sarc
['advanced'],sarc
['auta'],sarc
"['feint', 'fool', 'job']",sarc
"['really', 'pm', 'bitch', 'developed', ""you've"", 'got', 'cronies', 'especially', 'witch']",non-sarc
"['crazy', 'bastard', 'forward', 'misbegotten', 'tax', 'subsidy', 'created', 'lupus', 'toll', 'prices', 'rose', 'sharply', 'increase', 'price', 'goods', 'noticeable', 'salaries', 'ministers', 'developed', 'countries', 'believe', ""that's"", 'correct']",sarc
"['ringgit', 'fell', 'country', 'progresses', 'believe']",sarc
"['head', 'testicles', 'forward']",non-sarc
"['developed', 'stuff', ""i'm"", 'go', 'bankrupt', 'people', 'hard', 'right']",non-sarc
"['docking', 'remember', 'lying', 'say', 'people', 'know', 'whether', 'useless', 'got', 'pm']",non-sarc
"['developed', 'countries', 'dropped', 'money', 'one', 'day', 'deception', 'malaysia']",non-sarc
"['najib', 'liar', 'descent', 'gonna', 'lie', 'want', 'lie', 'najib', 'going', 'bangladesh', 'want', 'take', 'malaysian', 'community', 'people', 'believe', 'cent']",non-sarc
['talking'],non-sarc
"['r', 'developed', 'advanced', 'head', 'sycophant', 'minister', 'father']",non-sarc
"['najib', 'ahead', 'people', 'eat', 'cassava', 'dipped', 'sugar', 'also', 'taxable', 'wait', 'later', 'wide', 'scope', 'responsibility', 'umno', 'later']",non-sarc
"['fun', 'piss', 'people']",non-sarc
"['najib', 'advanced', 'alone', 'people', 'retreat', 'people', 'hunger', 'najib', 'fullness', 'let', 'alone', 'advanced', 'knows', 'front', 'enemy', 'shot', 'dead', 'last,', 'right', 'advances']",non-sarc
['shareholders'],non-sarc
"['advanced', 'head', 'brain', 'developed', ""najib's"", 'national', 'debt', 'bitch', 'got', 'pm']",non-sarc
"['face', 'look', 'even', 'pee', 'crap']",non-sarc
"[""grandfather's"", 'head', 'najib']",non-sarc
"['true', 'developed', 'tax', 'suffocating', 'well', 'done']",sarc
['believe'],sarc
"['waste', 'time', 'talking', 'convoluted', 'self-donation', 'recipient', 'twisted', 'offspring', 'shame']",non-sarc
"['minister', 'worst']",non-sarc
"['shattered', 'country', 'mentality', 'ministers', 'pinhead', 'understand', 'plight', 'daily', 'goods', 'even', 'expensive', 'stable', 'economy', 'still', 'talking', 'pig', 'najib']",non-sarc
"['gst', 'advanced', 'developed', 'countries', 'properly', 'developed', 'countries', 'developed', 'national', 'currencies', 'also', 'fell', 'forward', 'jib', 'bullshit']",sarc
"['scope', 'public', 'money', 'developed', 'countries', 'people', 'pay', 'taxes', 'difficult', 'many', 'wretched']",non-sarc
"['forward', ""people's"", 'money', 'haha']",sarc
"['stomach', 'forward', 'najib', 'ooi']",sarc
"['najib', 'strong', 'urine', 'hoi', 'gst', 'b', 'mdb', 'misbegotten', 'tax', 'shit', 'advanced']",sarc
"['go', 'hearing', 'religious', 'lectures', 'mosque', 'call', 'reluctant', 'leave', 'home', 'look', 'mufti', 'teaching', 'guides', 'gods', 'remember', 'day', 'death', 'afraid']",sarc
"['worry', 'economy', 'falls', 'add', 'add', 'correct', 'tax', 'developed', 'countries', 'make', 'people', 'suffer', 'najib', 'gang', 'maslan']",sarc
"['damn', 'right']",non-sarc
"[""god's"", 'eyes', ""he's"", 'hijab', 'say', 'economic', 'chapter', 'intoxication']",sarc
"['like', 'talking', 'subsidy', 'withdrawn', 'gst', 'know', 'else', 'trust', 'label']",sarc
"['madman', 'believe', 'talk', 'bugis', 'warrior', 'blind']",non-sarc
"['hobo', 'popular', ""kid's"", 'bowl', 'swing']",non-sarc
"['aunt', 'developed', 'advanced', 'price', 'goods']",non-sarc
"['head', 'brain', 'mu', 'mu', 'pak', 'lah', 'najib', 'quick', 'turn', 'right', 'path', 'god', 'may', 'open', 'door', 'heart', 'repent']",non-sarc
"['najib', 'advanced', 'head', 'brain', 'ringgit', 'deteriorating']",non-sarc
"['make', 'work', 'beggars', 'gst', 'robberies', 'dead', 'already', 'promised', 'price', 'drops', 'want', 'ask', 'one', 'question,', 'malaysian', 'economy', 'said', 'control', 'government', 'chat', 'people', 'persecuted', 'people', 'wait', 'oath', 'prayer', 'oppressed', 'destruction', 'hijab', 'remember', 'good']",non-sarc
"['haha', 'economic', 'uncertainty', 'also', 'dock', 'wander', 'blindly', 'forward', 'trick', 'people', 'know', 'le']",sarc
"['najib', 'congratulates', 'kah']",sarc
['liar'],non-sarc
"['ashamed', 'correct', 'wretched']",non-sarc
"['full', 'oneself']",sarc
