comment_mly,sarc_majority
"['lau', 'islam', 'x', 'sapu', 'duit', 'rakyat']",sarc
"['indah', 'kabar', 'dri', 'rupa']",sarc
"['dajal', 'bermukadimah']",sarc
"['bohong', 'belake']",non-sarc
"['asyik', 'ko', 'je', 'yg', 'nk', 'bergembira', 'jib', 'yg', 'rakyat', 'dr', 'dlu', 'dok', 'merana', 'jer']",sarc
"['jgn', 'mudah', 'tertipu', 'semua', 'tu', 'utk', 'syiok', 'sendiri', 'je', 'pm', 'yg', 'auta', 'dunia', 'st', 'class', 'tu']",sarc
['lawak'],sarc
"['tak', 'habis', 'habis', 'menipu', 'terseksa', 'arwah', 'tun', 'razak', 'alam', 'barzakh', 'tu', 'anak', 'penipu', 'binatang', 'ni']",non-sarc
"['tak', 'heran', 'la']",non-sarc
"['heheheheheke', 'ketawanya', 'aaaaku']",sarc
"['bijak', 'memutar', 'belit', 'ada', 'lah']",sarc
"['najib', 'ekonomi', 'islam', 'tahi', 'anjing', 'ko', 'keuntungan', 'ekonomi', 'drp', 'sumber', 'riba', 'judi', 'arak', 'pelaburan', 'haram', 'rasuah', 'penipuan', 'perdagangan', 'dgn', 'israel', 'bercampur', 'aduk', 'mcmtu', 'ko', 'kata', 'ekonomi', 'islam']",non-sarc
"['hahaha', 'kelakar', 'kau', 'najib']",sarc
"['malu', 'btl', 'pm', 'aq', 'ni']",non-sarc
"['ini', 'lawak']",sarc
"['dia', 'ni', 'syok', 'sendiri', 'ke', 'tk', 'faham', 'yg', 'raayat', 'inginkan', 'u', 'got', 'go', 'go', 'go', 'that', 'it']",sarc
['podah'],non-sarc
"['yg', 'gembira', 'rasa', 'sengsara', 'adalah', 'jangan', 'jadi', 'badut', 'tak']",sarc
"['x', 'payah', 'dengar', 'pembohong', 'tp', 'klau', 'negara', 'islam', 'yg', 'lain', 'ckp', 'malaysia', 'negara', 'islam', 'yg', 'ditindas', 'perbodohkan', 'najib', 'baru', 'aku', 'percaya', 'x', 'pyah', 'la', 'najib', 'hang', 'nk', 'bt', 'cerita', 'yg', 'hang', 'ok', 'peminpin', 'yg', 'bagus', 'buang', 'masa', 'pahamm']",non-sarc
"['pale', 'mung']",non-sarc
"['ada', 'aku', 'kesah']",non-sarc
"['syok', 'sndri', 'nmpk']",sarc
"['gelak', 'aje', 'la', 'hahahahah', 'spin', 'jgn', 'x', 'spin']",sarc
"['tahi', 'lah', 'kau', 'manggong']",non-sarc
"['dy', 'sorg', 'j', 'rse', 'maju', 'n', 'gmbira', 'sbb', 'bley', 'bedal', 'n', 'mewah', 'ngn', 'duit', 'rkyat']",non-sarc
"['tookkkk', 'mg']",non-sarc
"['najib', 'palui', 'cakap', 'pakai', 'hidung', 'lepas', 'kembang', 'lepas', 'kecut']",non-sarc
"['kaki', 'putar', 'alam']",sarc
"['rancangan', 'kepala', 'butoo', 'hahahaa', 'lawak', 'la', 'berita', 'harian', 'tang', 'maju', 'nyerrr', 'pon', 'xtau', 'laaaa']",non-sarc
"['nie', 'tajuk', 'yg', 'bn', 'sndri', 'bt', 'bugima', 'btl']",non-sarc
"['kami', 'gembira', 'malaysia', 'famous', 'dimata', 'duniaa', 'kernaa', 'dermaa', 'syabass']",sarc
"['ya', 'la', 'klu', 'tk', 'maju', 'blh', 'belasah', 'duit', 'rakyat']",non-sarc
"['cilakalah', 'kamu', 'pemimpin', 'malaysia']",non-sarc
"['dr', 'tun', 'dulu', 'mmg', 'da', 'diiktiraf', 'masuk', 'bakul', 'angkt', 'sndri', 'nih', 'ish', 'xbaik', 'nih']",sarc
"['rm', 'billion', 'derma', 'mmg', 'maju', 'sangat', 'siap', 'gst', 'kn']",sarc
"['aku', 'sakit', 'hati', 'sangat', 'bila', 'lah', 'nak', 'pru', 'kita', 'buang', 'terus', 'dacing', 'haram', 'jadah', 'menyusah', 'rakyat']",non-sarc
"['pg', 'jahanam', 'lh', 'ko']",non-sarc
['jahanam'],non-sarc
"['poodahh', 'kencing', 'kuat']",non-sarc
['taikkkk'],non-sarc
"['tq', 'najib', 'krn', 'menyusahkan', 'kami', 'tak', 'taw', 'la', 'bile', 'kamu', 'nk', 'trun']",sarc
"['nokhorommmm', 'punya', 'najippttss']",non-sarc
"['x', 'maju', 'duit', 'rkyt', 'kau', 'cukai', 'kaw']",sarc
"['membohong', 'je', 'ni', 'jgn', 'percaya', 'ni', 'poyo']",sarc
"['maju', 'dlm', 'pembohongan', 'dn', 'tipu', 'daya', 'dajjal']",non-sarc
"['hidop', 'najib']",non-sarc
"['fuuuu', 'good', 'ekonomi', 'maju', 'tol', 'naik', 'naik', 'sgl', 'hal', 'naik', 'kepala', 'jadah']",sarc
['hmpehhhh'],non-sarc
"['piiirrahhh', 'kepala', 'butuh', 'hang', 'najib']",non-sarc
"['brunei', 'piirah', 'pm', 'syok', 'sendiri']",sarc
"['ekonomi', 'islam', 'kejadah']",non-sarc
"['hancur', 'n', 'byk', 'menipu', 'membunuh']",non-sarc
"['haaaaaa', 'ker']",sarc
"['maju', 'ramai', 'penderma']",sarc
"['ceihhh', 'podahhh', 'pemimpin', 'munafik']",sarc
"['pm', 'syok', 'sendiri']",sarc
"['pm', 'najib', 'cantikkkkk', 'tahniah', 'atas', 'kertas', 'kipidad']",sarc
"['pm', 'haram', 'jadah']",non-sarc
"['org', 'gila', 'jd', 'pm']",non-sarc
['puikk'],non-sarc
"['pm', 'gembira', 'tp', 'rakyat', 'menderita', 'bebal', 'sepanjang', 'zaman']",sarc
"['rakyat', 'lebih', 'gembira', 'pm', 'berambus', 'cepat', 'menyusahkn', 'hidup', 'rakyat', 'jee', 'menyenangkan', 'adelaa', 'kecik', 'dulu', 'xnk', 'mampos', 'dh', 'besa', 'menyusahkan', 'rakyat']",non-sarc
"['aku', 'maluat', 'klu', 'seorg', 'pm', 'cakap', 'mcm', 'ni', 'hakikat', 'nya', 'rakyat', 'm', 'sia', 'miskin', 'ditindas', 'kerajaan', 'malaysia', 'sendiri', 'dipaksa', 'gst', 'tol', 'n', 'barang', 'naik', 'yg', 'pihak', 'menteri', 'sibuk', 'nak', 'kebas', 'duit', 'rakyat', 'm', 'sia', 'nak', 'menolong', 'nasib', 'lah', 'rakyat', 'm', 'sia', 'sekarang', 'bersabar', 'jgn', 'smpai', 'meletup']",non-sarc
"['kuat', 'jilat', 'btoi', 'brita', 'harian', 'ni']",non-sarc
"['lanjiao', 'mengencing', 'ja', 'kerja', 'dya', 'nie']",non-sarc
"['perasan', 'lah', 'si', 'najip', 'tu', 'ingat', 'dia', 'bgus', 'sgt', 'dia', 'lupa', 'tun', 'lah', 'yg', 'maju', 'kan', 'malaysia', 'kenali', 'satu', 'dunia', 'najip', 'tu', 'penyambung', 'je', 'lps', 'tu', 'kikis', 'duit', 'rakyat']",sarc
"['majulh', 'sgt', 'smpai', 'rm', 'jatuh']",sarc
"['dok', 'menipu', 'rakyat', 'je', 'la']",non-sarc
"['najib', 'semakin', 'menjahanamkan', 'ekonomi', 'negara']",non-sarc
"['phuuiihhh', 'malas', 'nk', 'komen', 'panjang']",non-sarc
"['nk', 'muntah', 'aku', 'tgk', 'mika', 'penjenayah', 'nie']",non-sarc
"['maju', 'kepala', 'hotak', 'hampa', 'puiii', 'pm', 'xguna']",non-sarc
"['busuk', 'mulut', 'wei']",non-sarc
"['najib', 'ni', 'pm', 'sok', 'sendiri', 'sementara', 'ko', 'ada', 'kuasa', 'ni', 'lah', 'yg', 'ko', 'suka', 'najib', 'bolot', 'lah', 'hak', 'rakyat', 'sepuas', 'nya', 'tapi', 'ko', 'kene', 'ingat', 'najib', 'masa', 'ko', 'jatuh', 'nanti', 'masa', 'tu', 'rakyat', 'pijak', 'kepala', 'ko', 'najib']",sarc
"['ye', 'mcm', 'ayat', 'power', 'aje', 'tu']",sarc
"['xde', 'perasaan', 'lgsung', 'kos', 'hidup', 'makin', 'tinggi', 'zalim', 'najib']",non-sarc
"['gembira', 'konon', 'rakyat', 'menderita', 'tapi', 'ko', 'gembira', 'ye', 'tunggu', 'je', 'lah', 'tunggu']",sarc
"['lawak', 'benua', 'ni']",sarc
"['kaki', 'penipu', 'songlap', 'suit', 'rakyat', 'b', 'lgi', 'mau', 'cakap', 'islam', 'bangsat']",non-sarc
"['lawak', 'sedunia']",sarc
"['pm', 'raja', 'lawak', 'kat', 'msia']",sarc
"['tahniah', 'pm']",non-sarc
"['haha', 'negara', 'islam', 'maju', 'konon', 'pemimpin', 'penipu', 'no', 'malaysia', 'mungkin', 'dunia', 'aha']",sarc
"['ekonomi', 'islam', 'maju', 'konon', 'judi', 'arak', 'maksiat', 'gst', 'cukai', 'rakus', 'rakyat', 'halal', 'dlm', 'sebuah', 'negara', 'islam']",sarc
"['yg', 'dilakukan', 'pak', 'jib', 'kami', 'sokong', 'tq', 'tok', 'jib', 'sbb', 'susahkan', 'hidup', 'rakyat', 'yg', 'susah', 'sye', 'syg', 'menteri', 'saya', 'dah', 'kaya', 'ubah', 'muka', 'ok', 'biar', 'tk', 'kenal', 'najib', 'snng']",non-sarc
"['negara', 'islam', 'maju', 'tapi', 'perdana', 'menterinya', 'yg', 'dpt', 'derma', 'setiap', 'rakyat', 'termasuk', 'la', 'asnaf', 'kna', 'byo', 'gst', 'patooooot', 'keeee']",non-sarc
['hahahahah'],sarc
['puihhhhhhhh'],non-sarc
['puiii'],non-sarc
['kahkahkah'],sarc
"['najib', 'sembang']",sarc
"['majority', 'rakyat', 'malaysia', 'gembira', 'najib', 'mati', 'masa', 'terdekat']",non-sarc
"['najibrazak', 'jgn', 'bt', 'kelakar', 'bleh', 'x']",sarc
"['masuk', 'tong', 'taik', 'angkat', 'sendiri']",non-sarc
"['dia', 'gembira', 'kita', 'tak']",non-sarc
"['pasal', 'ape', 'botak', 'ni', 'sebut', 'pasal', 'islam', 'ekk', 'thu', 'pasal', 'agame', 'islam', 'ni', 'tgok', 'aurat', 'bini', 'xleh', 'nk', 'ubah', 'puiiiii']",non-sarc
"['hahaha', 'nak', 'cirit', 'aku', 'gelak', 'baca', 'statement', 'ni']",sarc
"['berbanding', 'somalia', 'kot', 'hehehe']",sarc
"['mabuk', 'ketum']",non-sarc
"['hahahahhaahahaha', 'lawak']",sarc
"['wartawan', 'bh', 'makan', 'taik', 'x', 'beza', 'baik', 'buruk']",non-sarc
"['kepala', 'buto']",non-sarc
"['nyepakk', 'ehh', 'mu', 'najib', 'mu', 'lh', 'pemimpin', 'malaysia', 'hk', 'mme', 'celako', 'moga', 'mu', 'cpat', 'laa', 'dpat', 'balasea', 'spya', 'menteri', 'kroni', 'mu', 'sdar', 'ng', 'kezaliman', 'puok', 'mu', 'xhalal', 'mu', 'mkn', 'duit', 'rkyat', 'mnyebabkan', 'rkyat', 'mnderita', 'mu', 'tggu', 'lh', 'azab', 'dr', 'tuhan']",non-sarc
"['temberang', 'kuat']",non-sarc
"['pm', 'bahlol', 'berkata', 'kata']",non-sarc
"['gembira', 'lah', 'dpt', 'songlap', 'duit', 'menyusahkan', 'rakyat']",sarc
"['bual', 'kuat', 'najid', 'barang', 'ko', 'naik', 'kalu', 'naik', 'barang', 'dlm', 'seluar', 'xpo', 'la', 'hahahahaha']",sarc
"['adoiiiii', 'geli', 'ketiak', 'aku', 'mendengarnye', 'rasa', 'nak', 'terberak']",sarc
"['cayang', 'ajib', 'etat']",sarc
"['mju', 'la', 'sgt', 'jhanam', 'de', 'la']",sarc
"['hahaha', 'ak', 'nak', 'gelak']",sarc
"['najib', 'palig', 'maju', 'malaysia']",sarc
"['pm', 'gileee']",non-sarc
"['bab', 'bodekk', 'rakyatt', 'pandai', 'anak', 'bini', 'x', 'tau', 'lak', 'jaga', 'keimanan', 'islam', 'bini', 'sendiri', 'pakaibtdung', 'tunggang', 'langang', 'ni', 'kan', 'pula', 'hahahaha', 'manpus', 'la', 'ko', 'jib']",non-sarc
"['malaysia', 'mmg', 'penuh', 'dgn', 'gelaran', 'paling']",sarc
"['dia', 'syok', 'sndr', 'tu']",sarc
"['gulp', 'pmimpin', 'islam', 'korup', 'ade', 'x', 'carta', 'nya', 'nk', 'jgk', 'tgk', 'senarainya']",sarc
['bangsat'],non-sarc
['wayang'],sarc
"['smoga', 'abgjib', 'yg', 'trbaik', 'utk', 'rkyat', 'm', 'sia', 'slmat', 'dunia', 'akhrat', 'allahuakbarrrrrrr']",non-sarc
"['syok', 'sendirilah', 'ko', 'jibby']",sarc
"['yg', 'nama', 'kan', 'eeii', 'ni', 'sorang', 'rasa', 'nak', 'carut', 'je', 'aaaaaaaa', 'plessss', 'tamau', 'tamau']",sarc
"['kilang', 'arak', 'bapak', 'sapa', 'yg', 'rasmi']",non-sarc
"['bnti', 'je', 'la', 'najib', 'ko', 'x', 'sumbangkan', 'ape', 'pon', 'ape', 'yg', 'tun', 'mahathir', 'tok', 'malaysia', 'ko', 'musnahkan', 'benti', 'je', 'la', 'rehat', 'kt', 'umah', 'mnum', 'kopi', 'k']",non-sarc
"['yale', 'tu', 'paling', 'maju', 'tapi', 'rakyat', 'mundur', 'besar', 'penipuan', 'ini']",sarc
"['tahniah', 'malaysia']",non-sarc
['tahniah'],non-sarc
"['pm', 'bahlul', 'dihasilkan', 'melayu', 'ngan', 'orangutan']",non-sarc
"['pm', 'akhir', 'zman', 'haha']",sarc
"['ekonomi', 'islam', 'mmg', 'maju', 'tapi', 'kau', 'yg', 'kami', 'xmaju', 'itu', 'naik', 'ini', 'naik', 'letih', 'oiii', 'nk', 'follow', 'semuanya', 'terpaksa']",sarc
"['tiba', 'muntah', 'plok', 'puihhh']",non-sarc
"['negara', 'islam', 'cukai', 'sana', 'sini', 'arak', 'judi', 'merata', 'emm']",non-sarc
['kontollahhhhh'],non-sarc
"['najibrazak', 'hamlau', 'punya', 'org']",non-sarc
"['ekonomi', 'islam', 'maju', 'x', 'slap', 'baca', 'ka', 'ni', 'hahahaha']",sarc
"['pm', 'malaysia', 'syok', 'sendiri']",sarc
"['dlm', 'sejarah', 'tanah', 'melayu', 'sekarang', 'malaysia', 'kita', 'rakyat', 'hadapi', 'suasana', 'se', 'gobrok', 'ini', 'nak', 'jadi', 'pd', 'rakyat']",non-sarc
"['burit', 'mak', 'hang', 'najib']",non-sarc
"['aku', 'dah', 'x', 'percaya', 'letak', 'jawatan']",non-sarc
"['kepala', 'butoo']",non-sarc
"['keje', 'nak', 'menipu', 'je', 'ko', 'ni']",non-sarc
"['lu', 'sembang', 'aaaa']",sarc
"['tak', 'baik', 'menipu', 'dosa', 'tau']",sarc
"['hehehe', 'maju', 'tp', 'rm', 'jatuh', 'huhuhu', 'maju', 'knkn']",sarc
"['jubo', 'pari']",non-sarc
"['pm', 'disayangi', 'disanjungi']",non-sarc
"['hahahahahahahahahahhahahaha', 'dia', 'lawak']",sarc
"['maju', 'mende', 'rsenye', 'abu', 'dhabi', 'qatar', 'maju']",non-sarc
"['kata', 'ko']",sarc
"['emmm', 'ye', 'kn', 'jee']",sarc
['najibpoyo'],non-sarc
['kahkahkahkah'],sarc
"['camna', 'pling', 'maju', 'ni', 'turki', 'jauh', 'lbih', 'better', 'la', 'lehenett']",non-sarc
"['maju', 'ker', 'haha', 'cekik', 'duit', 'rakyat']",sarc
"['hahaha', 'mak', 'tul']",non-sarc
"['gilerrr', 'syok', 'sndriii', 'bijannnnnnnn']",sarc
"['hakkk', 'tuiiiihhhh']",non-sarc
"['syok', 'sendiri', 'jib']",sarc
['lanjioawwwwww'],non-sarc
"['dia', 'yg', 'maju', 'sendiri']",sarc
"['bahagia', 'mu', 'derita', 'kami', 'jibbb', 'aku', 'pn', 'xtahu', 'ksengsaraan', 'derita', 'rakyat', 'akn', 'brakhir']",sarc
"['dia', 'ni', 'berbual', 'good', 'jew', 'itu', 'majulah', 'ini', 'majulah', 'ekonomi', 'terkawal', 'la', 'hari', 'selasa', 'la', 'huh', 'sedeyh']",sarc
"['ekonomi', 'maju', 'taik', 'kucing', 'mung', 'haha']",non-sarc
"['kikk', 'hakikatnya', 'melayu', 'islam', 'yg', 'terpinggir', 'pemimpin', 'melayu', 'asyik', 'cari', 'derma', 'jeee']",sarc
"['bambrekmok', 'najib']",non-sarc
"['dah', 'syok', 'sendiri', 'laki', 'bini', 'muka', 'tembok', 'china']",sarc
"['pengemis', 'terkaya', 'dunia', 'najis', 'billions']",sarc
"['ekonomi', 'islam', 'lama', 'jauh', 'lebih', 'maju', 'tamadun', 'lepas', 'terdahulu']",non-sarc
"['minum', 'air', 'ketum', 'mamat', 'ni']",non-sarc
"['pedulikan', 'kutukan', 'pencacai', 'pkr', 'dato', 'tetuskan', 'usaha']",non-sarc
"['maju', 'kepala', 'razak', 'kau']",non-sarc
"['tahniah', 'pm', 'apa', 'lepas', 'ni']",non-sarc
"['x', 'suka', 'najib']",non-sarc
"['good', 'job', 'pm']",non-sarc
"['jgn', 'ikut', 'ekonomi', 'islam', 'je', 'kene', 'ikut', 'la']",non-sarc
"['bugimak', 'najib', 'report', 'gomen', 'bwh', 'pemerintahan', 'dia', 'sume', 'xleh', 'pkai', 'jauh', 'dr', 'realiti', 'yg', 'dihadapi', 'rakyat']",non-sarc
"['tang', 'mane', 'maju', 'xtau', 'hmm']",sarc
"['bas', 'maju', 'ada', 'la', 'negara', 'maju', 'taik', 'kau', 'la', 'najib']",non-sarc
"['btl', 'tu', 'najib', 'ekonomi', 'rakyat', 'mlysia', 'semakin', 'pesat', 'laju', 'landasan', 'bn', 'rakyat', 'skg', 'berkerja', 'keras', 'tanggung', 'kroni', 'pak', 'jibby']",non-sarc
"['rakyat', 'tk', 'prnh', 'gembira', 'hakikatnya', 'semuanya', 'yg', 'dunia', 'tgk', 'baik', 'nya', 'kau', 'palsu', 'beb', 'palsuuuu', 'x', 'd']",sarc
"['tok', 'dia', 'puuiihihhhh', 'madafaka']",non-sarc
"['cikai', 'la', 'lu']",non-sarc
"['maju', 'taik', 'palat']",non-sarc
['hahaha'],sarc
"['allah', 'km', 'xtrasa', 'tu', 'pm', 'oii', 'rsa', 'makin', 'diuji', 'dgn', 'kejatuhan', 'nilai', 'matawang', 'syukur', 'la', 'msh', 'blh', 'mkn', 'ns', 'lg']",sarc
['puiiiii'],non-sarc
"['x', 'maju', 'mcmna', 'dok', 'makan', 'duit', 'rakyat']",non-sarc
"['yg', 'ni', 'win', 'kenyataan', 'diatas', 'hahhaa']",sarc
"['ni', 'perdana', 'menteri', 'ni', 'perdana', 'menipu', 'xde', 'spe', 'nk', 'prcaya', 'kau', 'la', 'jib']",sarc
"['hahahhaahhaaha', 'lawakkk']",sarc
['puihhhh'],non-sarc
"['najib', 'trbaik', 'sy', 'doakn', 'najib', 'sihat', 'dn', 'tabah', 'mnghadapi', 'dugaan', 'sya', 'allah']",non-sarc
"['thank', 'ds', 'najib']",non-sarc
"['hahahahaha', 'lawak']",sarc
"['muja', 'kurap']",non-sarc
"['babi', 'tu', 'je', 'nk', 'komen']",non-sarc
"['xya', 'nk', 'gembira', 'sgtla']",non-sarc
"['gembira', 'la', 'sgt']",sarc
"['pegi', 'gantung', 'diri']",non-sarc
"['tue', 'la', 'najib', 'gembira', 'negara', 'melaysia', 'sebuah', 'negara', 'islam', 'rasuah']",sarc
"['wakakakkakakaka', 'buta', 'dunia']",sarc
"['butoooo', 'laaa', 'lu', 'ckp', 'mcm', 'isap', 'gam', 'je']",non-sarc
"['ekonomi', 'maju', 'tapi', 'kehidupan', 'rakyat', 'x', 'maju']",sarc
"['sudah', 'lh', 'kencing', 'rakyat', 'najip', 'semoga', 'kau', 'dpt', 'balasan', 'menyusahkan', 'rakyat', 'amin']",non-sarc
"['aku', 'xcaya', 'yg', 'kau', 'ckp']",non-sarc
"['lanjioiiiiiii', 'ale', 'apak', 'dy', 'jilake']",non-sarc
"['alhamdulilah', 'biar', 'mcm', 'mn', 'pn', 'saya', 'bangga', 'jadi', 'anak', 'malaysia']",non-sarc
"['kepala', 'bana', 'die', 'natang', 'najib', 'bute', 'hati']",non-sarc
"['maju', 'mneteri', 'nya', 'hidup', 'senang', 'lenang', 'rakyat', 'ditindas', 'di', 'kenakan', 'cukai', 'merana', 'rakyat', 'menterinya', 'maju', 'bdodhnya']",non-sarc
['puiiii'],non-sarc
"['sbb', 'maju', 'lh', 'sampai', 'obama', 'nk', 'dtg', 'cni', 'kilang', 'arak', 'pusat', 'judi', 'terbesar', 'kte', 'islam', 'maju', 'bute', 'ke']",sarc
"['ko', 'jgn', 'mengarut', 'itu', 'fantasi', 'shj', 'dh', 'x', 'berakal', 'ble', 'cakap', 'ekonomi', 'islam', 'konon', 'puihhh']",non-sarc
"['perasaan', 'syok', 'sendiri', 'wek']",sarc
"['munafik', 'ni']",non-sarc
"['mimpi', 'ape']",sarc
['puuuuiiiiihhhhh'],non-sarc
"['ini', 'lah', 'zaman', 'dajjal', 'dajjal', 'berkepala', 'botak']",non-sarc
['hancing'],non-sarc
['blah'],non-sarc
"['pm', 'terbangsat', 'abad', 'ini', 'pm', 'billion', 'puiihhh', 'puiihhh', 'kahaktuiihhh']",non-sarc
"['belakon', 'je', 'toyol', 'botak', 'ni', 'maju', 'tang', 'rakyat', 'pn', 'kais', 'pagi', 'makan', 'pagi', 'je']",non-sarc
"['maju', 'dkt', 'poket', 'kau']",sarc
"['dia', 'sorg', 'gembira', 'rakyat', 'bejuta', 'menderita']",non-sarc
['puuuiiiii'],non-sarc
"['statement', 'haramjadah']",non-sarc
"['kilang', 'arak', 'berluasa']",non-sarc
"['pm', 'najib', 'berundurlh', 'rakyat', 'dh', 'menderita', 'dgn', 'pertadbiran', 'kamu', 'dh', 'tk', 'layak', 'kamu', 'meneruskn', 'pm']",non-sarc
['puihhh'],non-sarc
"['syok', 'sendiri', 'tol']",sarc
"['pm', 'yg', 'telinga', 'kuali', 'luahan', 'rkyat', 'x', 'dihirarukan']",non-sarc
"['hbs', 'wit', 'rakyat', 'ko', 'kerjakan', 'gembiralh']",sarc
"['ekonomi', 'islam', 'erk', 'cukai', 'dri', 'arak', 'rokok', 'kelab', 'mlm', 'kdai', 'judi', 'halal', 'ke', 'hahhaa']",sarc
"['yeyyy', 'maju', 'mencekik']",sarc
['kelako'],sarc
['alhamdulillah'],non-sarc
"['palo', 'bpok', 'mung']",non-sarc
"['gembira', 'gembira', 'taik', 'kucing', 'hang', 'lerrr']",non-sarc
"['ingat', 'cuma', 'je', 'sokong', 'ko', 'masanya', 'tiba', 'bangsat']",non-sarc
"['hahahaaa', 'yg', 'iktiraf', 'tu', 'dpt', 'sikit', 'duit', 'derma', 'kot']",sarc
"['maju', 'diatas', 'keperitan', 'rakyat']",sarc
"['paluiio', 'pnya', 'pm']",non-sarc
"['tawakal', 'ja', 'lah', 'allah', 'mengetahui']",non-sarc
"['kepala', 'bapak', 'die', 'maju']",non-sarc
"['kencing', 'dia', 'makin', 'bersepah']",non-sarc
"['kincing', 'ini', 'org']",non-sarc
"['hahahaha', 'habrak', 'perasan', 'lebih', 'najib', 'ni']",sarc
"['macaaaaammmmm', 'siaaaallll']",non-sarc
['hahahahaha'],sarc
"['megarut', 'org', 'tua', 'nyayok']",non-sarc
"['dia', 'ni', 'sedar', 'ni', 'cakap', 'mcm', 'org', 'mamai', 'je', 'ni']",non-sarc
"['tol', 'kt', 'mines', 'tu', 'dulu', 'skrg', 'maju', 'jaya', 'malaysia']",sarc
"['kita', 'pn', 'berbangga', 'sbb', 'negara', 'kita', 'dinobatkan', 'negara', 'byk', 'mnggunakan', 'rasuah', 'pphhuuiii']",sarc
"['negara', 'maju', 'rakyat', 'merana', 'menteri', 'kaya', 'rakyat', 'derita']",non-sarc
"['kau', 'seorang', 'ajelah', 'gumbira', 'org', 'lain', 'x', 'pun']",sarc
"['maju', 'mencuri', 'harta', 'rakyat', 'pm', 'bodoi']",non-sarc
"['smkin', 'lawak', 'puiikkk']",sarc
"['syok', 'sendiri']",sarc
"['pm', 'babi', 'abat', 'ini']",non-sarc
"['kne', 'kencing', 'dgn', 'ko', 'ade', 'la', 'jiby']",non-sarc
"['jadah', 'kau', 'maju', 'malaysia', 'negara', 'islam', 'miskin', 'ada', 'lah', 'tgok', 'arab', 'dgn', 'malaysia', 'dah', 'tau']",non-sarc
"['batak', 'najib', 'ni', 'minum', 'ketum', 'byk']",sarc
"['lam', 'alip', 'cha', 'alip', 'wau', 'alip', 'ja', 'ya', 'bab']",non-sarc
"['ekonomi', 'islam', 'kunun', 'puii', 'buat', 'cukai', 'dn', 'gst', 'smpai', 'rakyat', 'jdi', 'beban', 'gmbira', 'acik', 'koe']",non-sarc
"['najib', 'mohon', 'pergi', 'meninggalkan', 'dunia']",non-sarc
"['nmpak', 'muka', 'barua', 'ni', 'hari', 'dlm', 'media', 'apa', 'barua', 'ni', 'nk', 'x', 'cukup', 'ka', 'dgn', 'b', 'dia', 'kebas']",non-sarc
"['maju', 'kepale', 'hangguk']",non-sarc
"['yahudi', 'kata', 'malaysia', 'negara', 'islam', 'yg', 'maju', 'kerna', 'berjaya', 'menindas', 'rakyat', 'islam', 'pm', 'kata', 'hoorey']",non-sarc
"['kepale', 'abah', 'ko', 'maju', 'bisnes', 'aku', 'terjejas', 'sbb', 'sikap', 'boros', 'ko', 'bini', 'ko', 'anjeng']",non-sarc
"['najib', 'syok', 'sendiri']",sarc
"['phuii', 'tu', 'rancangan', 'bersamamu', 'setia', 'bersiaran', 'tv', 'kan', 'majority', 'org', 'islam', 'yg', 'byk', 'kesusahan', 'yg', 'negara', 'majunya', 'tin', 'kosong']",non-sarc
"['ekonomi', 'malaysia', 'memeras', 'rakyat']",non-sarc
"['mung', 'kecekkkkk']",non-sarc
"['kepala', 'hotak', 'engkaulah', 'pm', 'gembira', 'susahkan', 'rakyat', 'sendiri']",non-sarc
"['maju', 'masuk', 'kantong', 'mu', 'pak', 'najib']",non-sarc
"['ko', 'pm', 'rasuah']",non-sarc
"['habis', 'smua', 'kau', 'cekek', 'mmg', 'la', 'maju', 'bodos']",non-sarc
"['hasil', 'mndera', 'rakyat']",sarc
"['ekonomi', 'islam', 'sentap', 'otak', 'memikirkan', 'tang', 'ekonomi', 'islamnya', 'tu', 'kutip', 'zakat', 'fitrah', 'zakat', 'tu', 'zakat', 'ni', 'tp', 'umat', 'islamnya', 'ada', 'merempat', 'mungkin', 'sakau', 'derma', 'kot']",sarc
"['makin', 'hari', 'makin', 'benci', 'pm', 'nda', 'tau', 'kan', 'jd', 'msia', 'ni', 'teruk', 'semua', 'teruk', 'palui']",non-sarc
['hahahha'],sarc
"['sapa', 'la', 'yg', 'biol', 'bgi', 'pendapat', 'tuuhhhh', 'kaki', 'jilat', 'kaki', 'kipas']",non-sarc
"['perasan', 'je', 'keje', 'si', 'botak', 'ni']",sarc
"['nk', 'letak', 'jawatan', 'dia', 'ni', 'cepat', 'la', 'sikit', 'macaijanganpanas']",non-sarc
['cukai'],sarc
"['maju', 'sangattt', 'banyak', 'income', 'kan']",sarc
"['mohon', 'pakai', 'nama', 'islam', 'kau', 'memburukkan', 'nama', 'baik', 'islam']",non-sarc
"['wah', 'ekonomi', 'islam', 'la']",sarc
"['xhbis', 'nk', 'menipu', 'haram', 'jadah', 'punya', 'pm', 'esok', 'akn', 'ku', 'tuntut', 'hak', 'rakyt', 'mlaysia', 'dpdang', 'msyar', 'nnti', 'mati', 'itu', 'benar', 'dah', 'bnyk', 'pmimpin', 'terdahulu', 'dah', 'mmpus', 'mnjwab', 'xhbis', 'lg', 'dlm', 'kubo']",non-sarc
"['pale', 'jubo', 'ko', 'la']",non-sarc
"['ekonomi', 'islam', 'maju', 'kenyataan', 'sewel', 'duit', 'zakat', 'tabung', 'haji', 'kena', 'sebat', 'tu']",non-sarc
"['paper', 'je']",sarc
