comment,sarc_majority
Kite komlen pun x de gune kat sini die org bukanye bace pun. Kalau nak komlen jdilah ahli politek. Boleh gaduh kat parlemen,sarc
Hahahahahaa.. rakyat bayar GST.. rakyat dapat Brim... dari mana dtg duit Brim..tentulaa dari GST.. GST..sapa yg bayar... amad maslan yg bayar.. eehhh..betul ker,sarc
Punca nya boros belanja tak ikut kemampuan ekonomi negara,non-sarc
Mentri2 permain2 kita raayat kena bayar,sarc
Gst mmbebamkn rkyat..bkn nk tlong rkyt,non-sarc
penipu besar,non-sarc
Kau yang maju...  Kami rakya yang menderita,sarc
Kepala hotak hang,non-sarc
Alhamdullilah,non-sarc
Jari tengah,sarc
Ini semua poyo.. Tq bang jib..,sarc
sudah2 la menipu rakyat dah muak,non-sarc
Xyah lh buat statment pape lh najib....rkyt bkn suke ko pon..,sarc
MAJU dan EKONOMI negara tidak ada kena mengena ye.... oh gitu rupanya.. sia2 berpuluh tahun saya mengaji..,sarc
Malaysia terus Memburu duit poket rakyat demi negara maju.,sarc
Sedar ke pm ni. Macam dah lentok je ckp nya.,sarc
Kepala bapak dia...ang mai dok tempat aku tgk..bru ang ada akal skit...org mcm ni xlayak jd pemimpin...bini sendiri pon fail,non-sarc
Aku rasa elok sgt barua ni RIP awl lgi baguih....,non-sarc
Maju pala bana engko,non-sarc
tahik lh kau...maju kepala otak...barang semua mahal...,non-sarc
Kata Ko!..Apa hakikatny yg rakyat alami?,sarc
Kje dia ni hr2 menipu rkyt,sarc
Muke tk malu .. bbual lebih !!!!!! Semua ksik naik    ... pm paling teruk seksa rakyat cukup2 ..,sarc
Ale utoo mak ko hijau,non-sarc
Terbaik la Najib...termsuk kaki ampu ko skali...rakyat dah byk merana sebab ko dan sekutu serta sekuman dgn ko..,sarc
Bapa Pemlingkup Negara...tahniah kipidap dongivab ukenduit aldabes,non-sarc
maju mende nye...x nmpak apa2 pembangunan pn sjk ko jd PM....sedey...,non-sarc
Taikkkkkkk ko la..memang besau jilake,non-sarc
kencing hancing,non-sarc
ckp tak serupa bikin,non-sarc
Sembang lebih,non-sarc
rasa jijik tgk muke mangkok ni,non-sarc
Umno terus maju utk rakyat malaysia puiiii.....,non-sarc
Batak kau,non-sarc
puiiiii....menipu je...,non-sarc
Maju dalam bab menipu rakyat,non-sarc
"Pm bangsat 2,6b rakyat tk lupa najib . 42b apa certa najib. Taik  kucing lah najib....",non-sarc
Maju ngan vape,sarc
maju rr sngt najib..habis semua dah lingkop..duit banglades pon lebih kukuh dari ringgit..perasan maju..podahhh,sarc
Maju kt mne tu..maju pd bangsa asing ade la.rakyat sendiri mati dgn mcm2 kau buat,non-sarc
Ekonomi tak  menentu tak mungkin negara maju..itu pandangan saya.,non-sarc
orang2 tua dulu2 dh ckp bapak cari duit anak habiskan duit.......ni bapak dia majukan negara anak dia menjahanamkan negara siap nk jual lagi.....blh nego lg sampai jadi....,non-sarc
Economi malaysia jatuh disebabkan perbuatan najib.,non-sarc
Maju kepala kakak kau,sarc
maju ke lembah gaung telaga lubang kehancuran,sarc
maju ke belakang??,sarc
aku dh meluat tgk mangkuk ni.....x makan saman....malu dan maruah dah kena pam dalam jamban,non-sarc
najib menipu lagi..angka yang disebut hanya dibibir..relitynya tiada..,non-sarc
Hanya padamu....kami berserah..hahhahaha.,sarc
Alrrrr utooo jibby jgn nak menipu,non-sarc
"Pak najib...ko sponser la sya smua,sya org susah ni...hahahaha jangan cakap saja bah,gaji rm800 segala2ny mo dibayar...x cukup...??????",sarc
Yelah thu,sarc
"Malaysia maju tapi rakyat mampus,,,,,",non-sarc
Maju hanggok dia,sarc
Bak kata...hidup mesti diteruskn walaupun ekonomi najib tak menentu..,sarc
Kaki kencing,sarc
"Mcm mana buruk sekalipun pemimpin kita tu,marilh semua doakn semoga dia bertaubat dan insaf,kerana doa yg baik akn kembali kpd yg mendoakn,bgitu juga kata2 yg buruk kembali kpd yg mengucapkn nya.",non-sarc
Maju kepala bana dia,sarc
negara  maju tpi rakyat miskin,non-sarc
Najibugima...jilake,non-sarc
Ckp mcm org sakaii lautt..cita2 ...tak jadi apo...hampehh...,sarc
pakyuuuuu,non-sarc
Maju poket sendiri,sarc
Maju kepala bapak ngko...meluat aku dgr jibby ni sembang!!,non-sarc
Menteri ja yg maju..terbaik la...,sarc
palabana maju..,non-sarc
Statement Maharaja lawak,sarc
Apabila babi berkata2,sarc
Taik kucing..org xberilmu shja yg percaya,non-sarc
Mane majunye.... hbis duit rakyat ko isap...,sarc
Perghhhh.. ayat dia bukan main gramatis dan puitis lagi......,sarc
Menipu je la pak jib ni.,non-sarc
AYAT TAHAP HARAM JADAH.BODEK,non-sarc
aku tggu najib mati,non-sarc
Najib yg maju...rakyat papakedana...,non-sarc
Ya trus maju sebap rompak duit rakyat,sarc
"Palo otok mu,,,rakyat susoh mu jah hok sene",sarc
Otak ko jib....,non-sarc
Butuh,non-sarc
menteri maju kedepan...rakyat maju kebelakang..,sarc
Time najib jadi pm je ekonomi Malaysia sentiasa maju maju maju. Mulut Manis kalahkan gula. Padahal yg berlaku adalah sebaliknya,sarc
Maju miskin bosku....najiby bole...,sarc
Hahahahahah..adui...xlah kmi seteruk tu xtahu pasal ekonomi..,sarc
Kahkahkah,sarc
Bohong belake,non-sarc
celaka najib,non-sarc
Palabana,non-sarc
Gila talak,non-sarc
Penipu Nye kepala..,non-sarc
Pepatah baru ke? “Butuh tegak telur x de” !!! @ Negara maju ekonomi merudum... Logik ke???,non-sarc
Bodohnya statement dia.. dia sndri ja rsa cmtu.. rkyt tbeban ngn dt yg xda nlai dh krg ni.. matilanak..,non-sarc
Fuyooooo,sarc
Kepala bana kau hahahahaha,non-sarc
"Otak dia...geng kargo pakat nk buang org..kalo kargo tutup, effect kt kilang mcmna? pniaga? n pkerja..undekkk",non-sarc
Najib penipu...cekik duit rakyat bleh LA negara maju...,non-sarc
Maju abah ko jib mak ko hijau..,sarc
Gua caya najib terbaik.....,sarc
aiyoooooo mcmne nak maju... kalo hutang btimbun2... sampai mati uuuuuuuuuuuuuu,sarc
Maju palo otak mung,non-sarc
Lu sembang maa...,non-sarc
"Ssah mau ckap mlas tngok ni orang, mcm mka jerung,",sarc
Semuanye poyo...yg trok nk mamposs..rakyattt!!!,sarc
Mudah jer kita diperbodohkan ..30tahun dulu boleh lah bro jip.,sarc
Rkyt Stress ade lah.,non-sarc
Teruskan bermain angin.,sarc
"Kepala bana kau najip,RAKYAT TGH MENDERITA,KAU ADA AMBIL TAHU HAL RAKYAT?KAU TGK BILA PRU 14 NANTI KERAJAAN BN AKAN TUMBANG, RAKYAT DAH HILANG SABAR DGN MASAALAH DALAMAN KERAJAAN,1MDB,DUIT DANA 2.6B,SEMUA TU AKAN TERUS JADI ISU MASA PRU AKAN DATANG,",non-sarc
Ribuan rakyat Malaysia yg seawal jam 5 pagi harus bgn menuju ke Singapura utk mencari sesuap nasi kamu kata negara kamu maju. Kepala TUT hang!!!,non-sarc
"Najib kencing lg,kehkehkeh",sarc
Maju embah mu..,sarc
Rakyat dah nak mampus kau tahu tak najib,non-sarc
ekonomi dia je yg maju...zzz,sarc
GST mantap kan ekonomi... rakyat yg tlong kerajaan.. bkn krajaan tolong rakyat.. penjilat telo najib je yg skong.,non-sarc
Apakn daya ryk x suka Ku ni lgi...haha,sarc
Sejak najib prrintah hidup terlalu susah .tv3 suku kata ekonomi dlm landasan betul taik..malaysia sekarang negara pariah.,non-sarc
Oii bugis ..kau mati bru mesia maju,non-sarc
Terima kasih jib.....lanjiow,sarc
Poket dia yg maju,sarc
Tpi rakyt sengsara bro najib,non-sarc
maju dlm poketmu,sarc
Cakap tu serupa bikin.cakap semua boleh nak lakukan x boleh.asyik asyik barang naik ralyat juga yg kena tanggung.,non-sarc
Negara maju..tapi masih ramai rakyat menderita.keperitan mengharungi hidup seharian.semua memerlukan wang.kecuali mereka2 yg berwang.sedih,non-sarc
"wpun ekonomi down satu dunia ttpi klu pengurusan ekonomi yg betul dn rakyat adalh keutamaan insha Allah negara kita boleh bertahan tanpa gst, tol naik, brg naik, minyak naik dn apa saja yg naik2 kerana barakah ada disitu ttpi skrg ni pemimpin yg ada ni berlagak mcm pandai ttpi pengkhianat pd negara sendiri",non-sarc
Hahaha...kah kah kahh...kalau BH yg melaporkan,sarc
Mana enko belajar nie najib...dah gila ke belum,sarc
Menipu,non-sarc
piiiiirah....butuh outaaaa jaaaa,non-sarc
pm gila duit niii..,non-sarc
PM.....syok sendiri.....hahaha,sarc
Menipu dan terus menipu je kerja ko... Agak2 sampai mampos nk menipu kroni2 dia ya... Insaf lah wahai manusia...,sarc
Kahak ijau lah ko maju....,sarc
auta je mung ni,non-sarc
Haha.tak kene betul statement ni,sarc
Tu abg  jib kata....rakyat x kata pun...yg ada tu bangunan bukan pembangunan.....,non-sarc
Bapak kau maju...rakyat hidup teraksa ini kau katakan maju.,sarc
sebab aku dalam malaysia... cuba aku keluar mesti malaysia porak keranda,non-sarc
Kahkahkahhh....ko ni ambik fakta tahyul kat mana ni jib???mabuk ketum ke????,sarc
yg maju poket menteri je,sarc
"Yup betui tu, tax paling maju ye dakk.. Kbye",sarc
Maju maju memang maju .maju yg macam mana tu?????'.,sarc
Malaysia semakin maju rakyat semakin tertekan .,non-sarc
burik mg kho maju....,non-sarc
Najib ttp nk kencing rakyatttt tengkk muka je x pandai malu...kokikik,sarc
Ibarat tanam pokok..nk buah macam mana kalau tidak dibubuh baja...kalau dibubuh pun baja yg tak berkualiti..harap pm dpt faham,sarc
Apa guna di pandang mulia dari luar.. hakikatnya rakyat merana..,sarc
Egt rakyat x sekolah ke?bagian bh kaki bodek....tabloid ngan PM sme je _______(isi tmpt kosong).....jibby owh jibby....knapelah aku dilahirkn zmn pemerintahan ko nie....ayam,non-sarc
kepala hotak ko la maju!!! negara yg maju rakyat marheran jahanam tanggung hutang hasil pentadbiran yg membazir!!!  Malang btul malaysia dpt PM Nama NAJIB RAZAK ni!!!!,non-sarc
Apa yg terus majunya  rakyat semakin susah kau x nampak.kalau betul2  negara maju kerajaan x kan nak manyusahkan rakyat tapi kos sara hidup semua naik.semua kana cukai.,non-sarc
hahahahaha kata2 mu saudara najib memang meleleh air liur,sarc
"Mana ada, bila ekonomi bertambah baik baru dikatakan negara maju.. ilmu mana kau pakai ni?",sarc
kepala bapak kau....,non-sarc
Maju kepala buto ape,non-sarc
Rkyt melarat sbb kau la jib...,non-sarc
penipu penipu dan penipu... dasar hisap darah rakyat,non-sarc
Duit haram kaorang yg maju je..pak anak haram,non-sarc
Sebenarnya terus mundur sebab ekonomi tidak menentu.,non-sarc
MALAYSIA MAJU LAH..RAKYAT PULA YG SEMAKIN MUNDUR...,sarc
Nak muntah aku najib ckap malaysia maju...,non-sarc
Aler uttoo,non-sarc
maju dgn duit yg ko naik kan hrga brg ke ..,sarc
Maju ke belakang,sarc
Malaysia trus maju...tp rakyat di kuantan trus merana mngadap debu dan tanah merah...xguna mnjadi p.m lau negeri kelahiran pun seolah2 ditutup sebelah mata..mngabaikn ape yg trjdi di sne...,non-sarc
Maju tang mane kampong masih lagi macam 1980 ni,sarc
Kepala tungkik dye,non-sarc
awal pagi da knyang sumpah..phuikkk...mmg lah ekonomi baik..kan kerajaan naik kan smua harga barangan..rakyat yg tangung smuanya..mentri goyang kaki..,non-sarc
abah kau,sarc
Yg maju siapa???? Kami kerja byr hutang?? Hutang siapa? Jeng2,sarc
Maju tapi SUSAHKAN RAKYAT DGN PELBAGAI CUKAI,sarc
Mencciritttttttt,non-sarc
Kikiki...Pelawak Antarabangsa,sarc
Ari tu ckp..  ekonomi stabil..  ni ckp x menentu..  nmpk sgt kencing kuat..,sarc
Btul2 maju msia dbuatnya..thankz u pm,sarc
Poket ko yg maju ade la najib..agak2 la nk ckp 2..,sarc
Malaysia maju...rakyat yg Susah betambah susah...rakyat yg kata bertambah kaya......puiiiiiiiiiiii,sarc
#aleuto,non-sarc
Mak hang,non-sarc
Pak2 menteri je yg maju..,sarc
kau cakap tak serupa bikin . penyangak besar,non-sarc
dengan bangganya  malayasia terus maju di bawa pendetitaan rakyat....taniah PM!!!!,sarc
Dr dulu2...maju...kita dpt rasa...teruskan.,non-sarc
Maju kebelakang...,sarc
Cakap serupa aya longkang tak tentu dok satu tempat hari tu kata ekonomi malaysia tidak terjejas lain ekonomi tak menentu pula.,non-sarc
Kebodohan apakah ini?,non-sarc
MAJU KEPALA HOTAK MU..JIB,non-sarc
Maju kepala bana dia.. Menekan rakyat dgn cukai sana sini..pak ahhhh,non-sarc
"Gila meroyan agaknya..tol naik,subsidi mansuh,gst...ckp xda duit nk byr gji kalau xda gst..last2 ckp ekonomi kukuh..",non-sarc
Mlysia boleh mju klo rakyat dia rajin struggle tuk mju dan PM NAJIB LETAK JWTN ... Inshalah mlysia mju,sarc
"Lu sembang ape ni pakcik...? G amek cermin, berbual la depan cermin smp nyanyok..",sarc
Maju...????  Ringgit Jatuh lagi loooo...,sarc
"Ekonomi xmenentu,tp malaysia makin maju??  Kahkah!!",sarc
"Tk nmpk pn apa yg d buat,,asyik semua ny naik,,apa yg maju?",sarc
Jubooo...hang x baca brapa byk fdi yg cabut ka... Tiap raun hang sebut fdi yg masuk cubalah swbut sekali fdi yg klr,non-sarc
"Maju ape,tgok mcm biyase je......xde ape pn yg nampak.mkin terok lgi ade lh.dgn gst,tol,brg2 naik,cukai sne sni,kos sare hidup pn dh semakin naik.rakyat semakin susah.dia ckp ape ni?????sudah lh....rakyat x dgar dh bnda aok ckp.",non-sarc
X abis2 nak menipu y.. kalau maju ape bnda semua naik,non-sarc
Butoo,non-sarc
itu ko yg maju.. bukan rakyat dan negara ni.. puiih,sarc
Tok mung,non-sarc
Kepala banak kau...,non-sarc
Makin menyampah plak aku tgok PM malaysia nih...,non-sarc
berambuslarh kau wahai setan....malaysia akan lbh maju tanpa kau...,non-sarc
Malaysia trus maju...rakyat hidup merana..emmm,sarc
Mcm mana nak maju kalau ekonomi tak menentu.ha...ha....maju kebelakang lah tu.najib memang bijak.,sarc
Puihhh !! ??????,non-sarc
najib sembang mcm org tak sekolah...,non-sarc
Syok sendiri la mamat ni...,sarc
"Maju nenek kau... brg smua mahal,, ikan sadin dlm tin pun dah mahal.. Siapa lah banggang sangat undi BN..",sarc
krn duit kami semakin terbang demimu,sarc
Alahai si bingai ni,sarc
Tolol mung gilo,non-sarc
mcm klakar ajo majukan ekonomi...indah khbar dari gupo...siap kau pru 14 nnti,sarc
kerajaan memang majuuuu..rakyat je ikat perutttt,sarc
Maju la sangat mati lh pm cpt,sarc
Kpla otak kau,non-sarc
memantat lh....bikin panas hati...semua skrg mahal...,non-sarc
Inilah yg d panggil demokrasi terpimpin katanya p.ramli,sarc
"Bkpo laa sekor ni suko nipu...trus trg laa...ore bowoh raso blako tekanan ekonomi loni..klw stabil bkpo abis bare duk naik..naik plok bnyok..bkn stakat naik,abis duk tarik subsidi...doh cukai wak nate apo..acu jawab gak. Jgn wak tolol gak kito nih...",non-sarc
Base bodoo...!!!,non-sarc
Ni lh..PM  tk tau masaalah rakyat...ekonomi Malaysia hancur...undurlh bangsat....!!!!!! balik2 muka dia....!!!!!!,non-sarc
S A M P A H M A S Y A R A K A T,non-sarc
Maju untuk pm..meskin untuk rakyat....,sarc
malaysia mmg pandai ekonomi boleh kalah singapore ahaha,sarc
palo otok mung jib.....,non-sarc
Ntah bila laa nk letak jwtn Tk boleh tgk rkyt hdop senang,non-sarc
Malaysia maju menipu ade la,sarc
"Sembang ko najib,KLCC pom boleh roboh.puii",sarc
Tahniah pm,non-sarc
harap mati cepat plse,non-sarc
kpla otakmu...puiii,non-sarc
Maju ape bndanya. Rakyat rmai miskin..maju dia seorang aje la,sarc
Teori apa ni? Kepala bana.,non-sarc
wak lu..,non-sarc
Bapak kau tun razak la najib oi,non-sarc
Bagi kau maju ...bagi rakyat sengsara ....dulu dan selamanya,non-sarc
Maju..terusss lahh..sampai tengelammmmm..PM...,sarc
Bagi jelah kt dia biar dia serenok..,sarc
Syokk sndiri,sarc
Makin lme makin bodohh ucapan kau najib hadoyy  ! ! !,non-sarc
Dengan rakyat kau bole tipu. Tapi bukan dgn Allah,sarc
Kpala utakmu maju..puiiii,non-sarc
Perniagaan makin maju walaupun rugi..ada ke mcm tu,sarc
Paling maju si bangsat derma Salam 2.6,non-sarc
Negara maju rakyat mundur...,non-sarc
Haram jadah,non-sarc
Kepala hotak ko...,non-sarc
Maju dari segi Kutipan Cukai....#Kipidap Rakyat Yg kene Tanggung Smuanya...,sarc
Malaysia.tak maju .tapi menteri2 yang maju .,sarc
Tolak najib' rakyat senang dan maju jaya.,non-sarc
Pale otok mg.,non-sarc
"Mju dlm pket sndiri,,pak hag sruh jga hk org mlyu,,hg bnuh mlyu,,hg agkut bggsa asing msuk mai rmai lg,,bjk pla otak hg..",non-sarc
Tokmu.. Rakyat makin menderita x tulis,non-sarc
Berat Dah Najib oi,sarc
Rakyat senanag walaupun mata wang merudum teruk,sarc
"Perangai Yahudi sapu duit rakyat dari miskin hingga golongan kaya kena bayar GST , mampuslah kita dia serta kroninya kayaraya",non-sarc
Waa banyak maju ohh.... banyak maju...,sarc
maju buto,sarc
"Menteri2 terus maju,rakyat semakin mundur.",sarc
"Kepala hotak dia botak tengah , kalau aku jet kepala dia bengong terus .",non-sarc
Kepala hotak kau lah  !!!!,non-sarc
Ade yg mati kene gilis kang.,non-sarc
Alhamdulillah...,non-sarc
Mcm org gila dh aku npk najib ni.xsiuman agaknya,non-sarc
Pirahhhhh..,non-sarc
Lawak betoi tajuk,sarc
Kepala otak hang...,non-sarc
dah hentam duit rakyat..kata maju...,sarc
Kejadah dia.,non-sarc
"Ingat UMNO, ingat penipu Ingat UMNO, ingat penyamun",non-sarc
Bagi kamu... kami tidak...,non-sarc
Kepala but hang najib,non-sarc
maju kepala bana lu najib,non-sarc
APA guna DPT title negara maju klu rakyat hdup sudah!!!!!,non-sarc
Inilah dipanggil bia papa janji bergaya. Untok ape dia nak maju kan pembangunan lagi ?? Habis hutan ditarah. Lame2 boco bank n poket ni dikerjakan kerajaan. Agak nya berapa lame kite hidop untok menampong kerajaan ni yek!! Es memang terpakse sebab rakyat dah dijadikkan seperti lembu cucok hidong.semua buat untok kerajaan sampai mati huh.,non-sarc
Makan duit rakyat bnyk..mmg la maju..majuuu terusss kebelakang...,sarc
"Natang jibby ni . Lepas dia masuk berita cakap ekonomi stabil , skrg pula cakap ekonomi tidak menentu . Ak tak faham dengan jibby ni .",non-sarc
Iyee???,sarc
Apa yang maju ke depan kita pun xsure...sbb bila ekonomi jahanam Apa benda yg maju?? Perut ko dgn kak ros je nmpaknya,sarc
Maju mcm mana tu? Ko ada minom todi ke,sarc
Mcmana mau maju klu ekonomi xstabil!mangkuk,non-sarc
Setan,non-sarc
Maju ngan nenipu..kikiki..,sarc
pm yg menjahamankan negara,non-sarc
Ckp guna otak. Sekian,sarc
Mana ada maju...tmbh teruk ada lah...lol punya pm..,sarc
Lantak ko lah najib ooiii...,non-sarc
Cuma najib je kata mlysia ni maju sbb ko x prnh rse susah...asbestos,sarc
Palui palui..,non-sarc
Majuuuuuu,sarc
pergi mampus lanko najib. hari2 kene maki,non-sarc
Ni kelakar....najib ni gila aku rasa!!,sarc
Kenapala membohong tu jd kebiasaan? Tak bersalah ke ckp benda yg tak btl?,sarc
Kepala otak kamu,non-sarc
Budu punya pm,non-sarc
Pembetulan.. Rakyat terus majukan malaysia meski ekonomi tidak menentu...,sarc
Uweeek,non-sarc
Otak ko,non-sarc
bertambah maju hutang.....,sarc
"Sdah tua x ingt mau btaubat,.. slagi smpat bgus mngaku smua bnda jhat yg ko pnah n sdang buat la,... ingt nerak 2 panas Najib oi",non-sarc
Salah statement nih...Bukan makin maju..tapi makin hancur...,sarc
Penipu dia ni.. statement sekadar sedapkan hati.. kenyataan.. hampeh..,non-sarc
Ekonomi hancur kerana najib,non-sarc
"C najib ni bkn rakyat mlysia ja byk benci..dri rakyat negara luar pn byk mentertawakn pak jibby,ni pglman sy msa pergi travel bru2 ini..tahniah najib.",non-sarc
"Pm najib boleh la maju ,tp kite rakyat nk maju mcm mne ? Klau da pemimpin sendiri buat rakyat sengsara",non-sarc
Menteri maju..rakyat bila nak maju..,sarc
bila lah malaikat nak cabut nyawa dia,non-sarc
"Sengapak taik utai sebut. Ngantik ka parai, enda gak parai. Org parai ka gawak. Ya nyamai ndar makai utai org. Peril..",non-sarc
Ya...maju dari negara2 lain,non-sarc
Laaaaannnnnciiiaaaauuuuu lah hang...,non-sarc
Tahi,non-sarc
malaysia maju rakyat merana,non-sarc
Sudahﾲ lhaa memberi kataﾲyg tidak baik,sarc
Bnda yg haram trus dijual..meskipun bnda tu diharamkan oleh agama islam..dan mnjadi halal apabila dikenakn cukai..ya itula malaysia kita..pm paling truk abad ini..,non-sarc
Maju kepala bpak kau!!!,non-sarc
Terus tetido aku dengo dia nak cakap...pepoyo...,sarc
Dia sorg ja maju...rakyat merana,sarc
negara maju...tapi rakyat tersiksa...,non-sarc
nampaknya teruk sudah negara kita.... nih...haiz,non-sarc
Maju abah kau,sarc
Sedihhh :(,non-sarc
maw xmaju . cukai banyak,sarc
Bohong!!!!,non-sarc
Maju...dlm istilah rakyat makin miskin.menteri dan kroni makin kaya...,sarc
Kepala bana najib.. maju sbb pau duit rakyat.. akhir zaman.. cpt2 la mati,non-sarc
Malaysia dah terlebih maju....,sarc
Malaysia saja yg maju tp bkn rakyatnya,sarc
makin..makin..makin hampir.. Ambil lah semua yg kamu mahukan.. Tindas la kami semahu mu..,sarc
Maju mu,sarc
Ahahahaha..sgala pktaan yg kuo dr mulut najib bagaikn lawak smata2..the best of maharaja lawak malaysia..,sarc
Maju konon.maju ke kubur,sarc
Maju kok celoh mano . Bodo2 pon buleh jadi menteri .,non-sarc
"Alhmdulillah... Bahagia aku baca berita dari najib ni, tak sabaq2 nak bayaq cukai gst dgn tol esok pagi... Alhamdulillah... Syukur...",sarc
Betui le MAJU.....MAJU dari Bangladesh Nepal Laos Timor Laste ...,sarc
Kawan2 aku pon da start botak macam hang laaa jib,non-sarc
Maju kepala bana ko..rakyat tgh merana ko x tau !....respek Tun M..,non-sarc
Botakkkk,sarc
puuuiiii,sarc
ahhh maju ke makin teruk ada lah.duit rm jatuh lagi takat nie.tang mane yg maju dengan cukai 2 lain .gst lagii????.,sarc
ciret,non-sarc
Tang mana majunyaaaa,sarc
Auta,sarc
"Membohong,menipu je kerjanyaaaa....alahaiii",sarc
"Lu memang PM yg bangsat, kasi maju lu punya diri dgn lu punya kroni terutama nenek kebayan...",non-sarc
Gila tak maju..segala jadah cukai tercipta..segala jadah subsidi di lupus..harga toll lagi naik mendadak..harga barang pun naik..paling ketara bila gaji pak menteri naik..itu betul2 negara maju..cayalah!!,sarc
Ringgit jatuh negara terus maju. Aku percaya sgt 200%.,sarc
Maju kpla bana hang,non-sarc
Maju apa barang..dh nk bankrap dh..susah betul rakyat skrg..,non-sarc
Dok cakap bohong..ingat rakyat x tau ka..haprap punya PM,non-sarc
Negara maju duit jatuh kerjanya hari hari tipu satu Malaysia.,non-sarc
"Keturunan pembohong najib ni..x habis2 nk bohong...kalau nk bohong tu najib..pi la kat org bangla yg kamu nk ambil tu..kalau kat masyarakat malaysia sini ,5sen org x percaya sudah dgan kamu tu...",non-sarc
Ape ko merepek ni,non-sarc
Maju r bg menteri penjilat..maju pale bapok mung..,non-sarc
"Maju mung najib..rakyat makan ubi kayu cicah gula pon kena cukai..hang tnggu lah nanti,klu cam gni jawap nya lingkup lah umno nnti..",non-sarc
asyik mngencing rakyat je,non-sarc
Najip ajah yg maju sendirian...rakyatnya mundur...karna rakyatnya kelapara....najip kan kenyang...biarin aja dia yg maju duluan...spetau di dpn ade musuh biar dia di tembak duluan...kan pasmati dia....,non-sarc
waklu!,non-sarc
Maju kepala hotak ko la najib..yg maju tu hutang negara adalah..bangsat punya PM..,non-sarc
kencing.tngok muka pun menyampah,non-sarc
pale atok kau la najubur,non-sarc
Mmg betol ....cukai yg semakin maju mencekik rakyat....syabas,sarc
Percaya 200%!!!,sarc
Buang masa layan penerima derma cakap berbelit belit malu keturunan shj.,non-sarc
Menteri yg paling teruk...,non-sarc
Negara hancur kerana Ada menteri yg metaliti kedua..otak udang Dan tidak faham kesusahan rakyat..barangan Harlan makin mahal pun masih cakap ekonomi stabil..memang najib babi,non-sarc
Gst maju negara maju... tol maju negara pun maju.... Mata Wang jatuh.. Negara pun maju.. Taik kucing lah jib...,sarc
Pelingkup duit rakyat...negara maju rakyat makin susah banyok sgt bayar cukai..jelakaaa,non-sarc
Maju ke depan dgn duit rkyat ahhah,sarc
Perut hang la maju ke depan Najib oooooiiiii,sarc
Najib kencing kuat woi...gst...2.6b..1mdb..cukai mcm2 haram jadah..maju taik kucing..,sarc
"P la dengar2 kliah agama sama,kalau segan p masjid panggil la Tuan2 Mufti ajar drumah,carilah hidayah Allah,ingat la hari kematian,tak tkut ke?",sarc
"Jangan risau ..kalau  ekonomi negara jatuh , kami akan tambahkan cukai... tambahkan tol... yang penting negara maju.. rakyat menderita tak apa ( ajib and the geng and maslan )",sarc
cilaka tol,non-sarc
Ya Allah..Mata dia ni ada hijab ke pe kalau pasal ekonomi2 nih.. Ckp mcm mabuk je,sarc
Suka2 ckp..hbis subsudi dtarik..kna plak gst...x thu nk labelkn lg dh...brserah je lh,sarc
Orang gila shj boleh percaya cakap pahlawan bugis INI atau buta tuli.,non-sarc
Batak nak popular mangkok ayun ni...,non-sarc
maju mak cik dia yg maju harga barang je,non-sarc
"Pale hotok mu pokjik,cepat la mu brtaubat ke jln yg benar.....semoga allah buke pntu hati mu untuk brtaubat....",non-sarc
Maju kepala hotak kau jiby kalau nilai ringgit semangkin merosot,non-sarc
"Buat la kerja GST,samun habis pegemis pun kena,org mati pun kena,janji turun harga,nak tanya satu soalan ja ekonomi Malaysia ni sapa kontrol,kerajaan bolih sembang saja la,rakyat sumpah,rakyat diiniaya,tunggu la kehancoran,doa org teriniaya tiada hijab,ingat baik2",non-sarc
Lol.. Ekonomi xmenentu dok trumbang ambing pon bleh maju ke? Tipu org yg xtau boleh le,sarc
"Tahniah najib, kah3",sarc
Pembohong,non-sarc
tak malu betul dia ni jilake,non-sarc
Syok sendiri,sarc
"Ekonomi tak menentu atas perbuatan sape??? Cer citer.., cer citer..",sarc
Puuiihhh.......,non-sarc
Alhamdulilah..,non-sarc
Terus maju tak kan korbankan rakyat. Devils,non-sarc
Sblom ni ckp lain skunk ckp lain..nk membohong je kje nye ntah bila nk insaf gak nye lh die ni,non-sarc
Kepala bana die,non-sarc
Najib..blh kau naik menara petronas tu...pastu kau terjun...,non-sarc
Pm.kicik tu alek.t.bol .t.nan bol nan.cakap talak selupa bikin ho.haya....,non-sarc
mane xnye kalau dah memerah hasil titik peluh rakyat..,non-sarc
First time tengok komen dari pm macam ni......mmg hebatlah najib ni.,non-sarc
buatlah yang (terbaik) pak jib )  dulu tak sama cam sekarang....,sarc
ya Allah....buko la pintu hatinya...supaya die mnjadi ketua yg baik n amanah serta berjiwa rakyat...jgn jadikan die seorang yang munafik...aminnn....hihihihi,sarc
Apak ko,sarc
Maju pale bana dia,non-sarc
majulah poket rakyat diperah,non-sarc
Hebaqqqq rr,sarc
Bohong,non-sarc
Maju hotak bapak kau,sarc
Lancau,non-sarc
siok sendiri..,sarc
"Ekonomi x menentu tp Maju ...  Statement yg sgt Pelik , tp Benar",sarc
Memang la sebab rakyat yng majukan ...rakyat terpaksa ikat perut bila mau itu ini ....tapi menteri kaya raya ....rakyat d anjing2x kan ...denagn gst ....tunggu kmu menteri2x babi..,non-sarc
Maju apa benda nya rakyat nk mkn pun xcukup...kos sara hidup dh teruk,non-sarc
